source,reason,duplicate_strategy,date,gender,level,surface,tourney_name,round,api_match_id,api_event_key,winner_api_key,winner_api_name,winner_mapping_status,winner_sackmann_key,winner_sackmann_key_original,loser_api_key,loser_api_name,loser_mapping_status,loser_sackmann_key,loser_sackmann_key_original,sackmann_match_id,canonical_match_id,mapped_winner_key,mapped_loser_key
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12129911,12129911,men:api:68751,Moise Kouame,auto_mapped,men:sackmann:213608,men:sackmann:213608,men:api:2167,Marin Cilic,auto_mapped,men:sackmann:105227,men:sackmann:105227,,tle:ec33609b0214d194871b03d7,men:sackmann:213608,men:sackmann:105227
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12129915,12129915,men:api:2831,Jan-Lennard Struff,auto_mapped,men:sackmann:105526,men:sackmann:105526,men:api:1895,Alexander Bublik,auto_mapped,men:sackmann:122330,men:sackmann:122330,,tle:79ecf0038393d94c3ff275e0,men:sackmann:105526,men:sackmann:122330
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12129918,12129918,men:api:9596,Andres Burruchaga Roman,auto_mapped,men:sackmann:208882,men:sackmann:208882,men:api:1101,Sebastian Baez,auto_mapped,men:sackmann:202104,men:sackmann:202104,,tle:f8731daec883feb6e02d9dbd,men:sackmann:208882,men:sackmann:202104
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12129919,12129919,men:api:2073,Felix Auger-Aliassime,auto_mapped,men:sackmann:200000,men:sackmann:200000,men:api:1099,Daniel Altmaier,auto_mapped,men:sackmann:127157,men:sackmann:127157,,tle:866d581de3140ecacbcb6615,men:sackmann:200000,men:sackmann:127157
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129921,12129921,women:api:3006,Katerina Siniakova,auto_mapped,women:sackmann:211701,women:sackmann:211701,women:api:493,Simona Waltert,auto_mapped,women:sackmann:215899,women:sackmann:215899,,tle:20ec779acf4de82e0d79df89,women:sackmann:211701,women:sackmann:215899
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129923,12129923,women:api:455,Donna Vekic,auto_mapped,women:sackmann:202499,women:sackmann:202499,women:api:7522,Alice Tubello,auto_mapped,women:sackmann:220554,women:sackmann:220554,,tle:d1ea07bcd0b04ab25ee7f088,women:sackmann:202499,women:sackmann:220554
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129924,12129924,women:api:2692,Madison Keys,auto_mapped,women:sackmann:201619,women:sackmann:201619,women:api:9254,Hanne Vandewinkel,auto_mapped,women:sackmann:243420,women:sackmann:243420,,tle:37c33811678c9950e80609c7,women:sackmann:201619,women:sackmann:243420
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129933,12129933,women:api:2685,Naomi Osaka,auto_mapped,women:sackmann:211768,women:sackmann:211768,women:api:464,Laura Siegemund,auto_mapped,women:sackmann:201696,women:sackmann:201696,,tle:4576eecd50efcea183e7f853,women:sackmann:211768,women:sackmann:201696
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129936,12129936,women:api:1989,Aryna Sabalenka,auto_mapped,women:sackmann:214544,women:sackmann:214544,women:api:154,Jessica Bouzas Maneiro,auto_mapped,women:sackmann:222601,women:sackmann:222601,,tle:9af5445c865aec6c8e547537,women:sackmann:214544,women:sackmann:222601
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129944,12129944,women:api:2076,Maria Sakkari,auto_mapped,women:sackmann:206289,women:sackmann:206289,women:api:447,Linda Noskova,auto_mapped,women:sackmann:222328,women:sackmann:222328,,tle:c104e21906fd1cbae4802127,women:sackmann:206289,women:sackmann:222328
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129945,12129945,women:api:2823,Emma Navarro,auto_mapped,women:sackmann:215613,women:sackmann:215613,women:api:28551,Janice Tjen,auto_mapped,women:sackmann:222145,women:sackmann:222145,,tle:64ff32895db760be3d133982,women:sackmann:215613,women:sackmann:222145
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129946,12129946,women:api:9527,Victoria Mboko,auto_mapped,women:sackmann:239475,women:sackmann:239475,women:api:9196,Nikola Bartunkova,auto_mapped,women:sackmann:223360,women:sackmann:223360,,tle:625de1ba7e5ee44dad0e9b38,women:sackmann:239475,women:sackmann:223360
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129949,12129949,women:api:2997,Ann Li,auto_mapped,women:sackmann:215983,women:sackmann:215983,women:api:1825,Shuai Zhang,auto_mapped,women:sackmann:201533,women:sackmann:201533,,tle:3de2025fe31a79759ecfcbeb,women:sackmann:215983,women:sackmann:201533
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129953,12129953,women:api:1820,Anna Kalinskaya,auto_mapped,women:sackmann:214939,women:sackmann:214939,women:api:8802,Lois Boisson,auto_mapped,women:sackmann:222391,women:sackmann:222391,,tle:dc69aaea19fffd6f369fe1ff,women:sackmann:214939,women:sackmann:222391
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129954,12129954,women:api:1833,Diane Parry,auto_mapped,women:sackmann:220348,women:sackmann:220348,women:api:2393,Anhelina Kalinina,auto_mapped,women:sackmann:211843,women:sackmann:211843,,tle:9838727a725f7b2173aa566e,women:sackmann:220348,women:sackmann:211843
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129955,12129955,women:api:58226,Iva Jovic,auto_mapped,women:sackmann:260300,women:sackmann:260300,women:api:3490,Alexandra Eala,auto_mapped,women:sackmann:223253,women:sackmann:223253,,tle:f2042362f471f8affb04e567,women:sackmann:260300,women:sackmann:223253
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129960,12129960,women:api:2176,Coco Gauff,auto_mapped,women:sackmann:221103,women:sackmann:221103,women:api:3214,Taylor Townsend,auto_mapped,women:sackmann:203501,women:sackmann:203501,,tle:59a3731b41e8496050e47479,women:sackmann:221103,women:sackmann:203501
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12129965,12129965,women:api:92,Kimberly Birrell,auto_mapped,women:sackmann:214040,women:sackmann:214040,women:api:2171,Jessica Pegula,auto_mapped,women:sackmann:202468,women:sackmann:202468,,tle:a7c9e286984f460372e04ada,women:sackmann:214040,women:sackmann:202468
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12130168,12130168,men:api:39864,Martin Landaluce,auto_mapped,men:sackmann:212021,men:sackmann:212021,men:api:21704,Carlos Prado Angelo Juan,auto_mapped,men:sackmann:210178,men:sackmann:210178,,tle:0f6c467c4501c39d4e6d919c,men:sackmann:212021,men:sackmann:210178
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12130171,12130171,men:api:1852,Valentin Vacherot,auto_mapped,men:sackmann:200473,men:sackmann:200473,men:api:65519,Thomas Faurel,auto_mapped,men:sackmann:212225,men:sackmann:212225,,tle:d0db65d223fabcf7b3e9fe76,men:sackmann:200473,men:sackmann:212225
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12130172,12130172,men:api:824,Jaime Faria,auto_mapped,men:sackmann:210262,men:sackmann:210262,men:api:431,Denis Shapovalov,auto_mapped,men:sackmann:133430,men:sackmann:133430,,tle:e85c21cdfc86cd7d0869518f,men:sackmann:210262,men:sackmann:133430
,,,2026-05-26,men,grand_slam,clay,French Open,ATP French Open - 1/64-finals,api_tennis:12130173,12130173,men:api:2002,Facundo Diaz Acosta,auto_mapped,men:sackmann:207680,men:sackmann:207680,men:api:590,Zhizhen Zhang,auto_mapped,men:sackmann:111190,men:sackmann:111190,,tle:11dfb5763cee3269bd547649,men:sackmann:207680,men:sackmann:111190
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12130179,12130179,women:api:168,Antonia Ruzic,auto_mapped,women:sackmann:222045,women:sackmann:222045,women:api:196,Ashlyn Krueger,auto_mapped,women:sackmann:221909,women:sackmann:221909,,tle:b95699b342a8b47494f6d96a,women:sackmann:222045,women:sackmann:221909
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12130181,12130181,women:api:12876,Oleksandra Oliynykova,auto_mapped,women:sackmann:220716,women:sackmann:220716,women:api:9399,Elena Pridankina,auto_mapped,women:sackmann:239389,women:sackmann:239389,,tle:1045d54bf939c3306b8ac254,women:sackmann:220716,women:sackmann:239389
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12130182,12130182,women:api:509,Claire Liu,auto_mapped,women:sackmann:214906,women:sackmann:214906,women:api:460,Moyuka Uchijima,auto_mapped,women:sackmann:220416,women:sackmann:220416,,tle:603c953233b5ea8b1f3a13bc,women:sackmann:214906,women:sackmann:220416
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12130185,12130185,women:api:14547,Alina Korneeva,auto_mapped,women:sackmann:252499,women:sackmann:252499,women:api:477,Elisabetta Cocciaretto,auto_mapped,women:sackmann:220714,women:sackmann:220714,,tle:1e9e161c8e62a99f61025127,women:sackmann:252499,women:sackmann:220714
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12130188,12130188,women:api:510,Mayar Sherif,auto_mapped,women:sackmann:210886,women:sackmann:210886,women:api:507,Dalma Galfi,auto_mapped,women:sackmann:213646,women:sackmann:213646,,tle:f413967068de8e3942be4304,women:sackmann:210886,women:sackmann:213646
,,,2026-05-26,women,grand_slam,clay,French Open,WTA French Open - 1/64-finals,api_tennis:12130189,12130189,women:api:1823,Elsa Jacquemot,auto_mapped,women:sackmann:221039,women:sackmann:221039,women:api:446,Linda Fruhvirtova,auto_mapped,women:sackmann:222258,women:sackmann:222258,,tle:b801970c6c2db961c3e7aa99,women:sackmann:221039,women:sackmann:222258
,,,2026-05-26,men,qualifying,hard,Centurion (South Africa) - Qualification,Centurion - 1/16-finals,api_tennis:12130395,12130395,men:api:2508,Yusuke Takahashi,auto_mapped,men:sackmann:126208,men:sackmann:126208,men:api:8972,Mert Alkaya,auto_mapped,men:sackmann:207368,men:sackmann:207368,,tle:66a31846c01a60778a7d2cce,men:sackmann:126208,men:sackmann:207368
,,,2026-05-26,men,qualifying,hard,Centurion (South Africa) - Qualification,Centurion - 1/16-finals,api_tennis:12130396,12130396,men:api:14373,Devin Badenhorst,auto_mapped,men:sackmann:209280,men:sackmann:209280,men:api:868,Akira Santillan,auto_mapped,men:sackmann:117361,men:sackmann:117361,,tle:806f10c4643164ea51847a47,men:sackmann:209280,men:sackmann:117361
,,,2026-05-26,men,qualifying,hard,Centurion (South Africa) - Qualification,Centurion - 1/16-finals,api_tennis:12130398,12130398,men:api:1206,Calvin Hemery,auto_mapped,men:sackmann:123921,men:sackmann:123921,men:api:786,Khololwam Montsi,auto_mapped,men:sackmann:207809,men:sackmann:207809,,tle:01033076213f155a11c0aea7,men:sackmann:123921,men:sackmann:207809
,,,2026-05-26,men,qualifying,hard,Centurion (South Africa) - Qualification,Centurion - 1/16-finals,api_tennis:12130399,12130399,men:api:23664,Philip Henning,auto_mapped,men:sackmann:202475,men:sackmann:202475,men:api:10849,Henry van Schalkwyk Connor,auto_mapped,men:sackmann:210227,men:sackmann:210227,,tle:87e2e6310911d50167ba03fd,men:sackmann:202475,men:sackmann:210227
,,,2026-05-26,men,qualifying,hard,Centurion (South Africa) - Qualification,Centurion - 1/16-finals,api_tennis:12130401,12130401,men:api:33897,Arda Azkara,auto_mapped,men:sackmann:207907,men:sackmann:207907,men:api:1313,Filip Peliwo,auto_mapped,men:sackmann:106290,men:sackmann:106290,,tle:15120bb049c8b003c49c1c40,men:sackmann:207907,men:sackmann:106290
,,,2026-05-26,men,qualifying,hard,Centurion (South Africa) - Qualification,Centurion - 1/16-finals,api_tennis:12130403,12130403,men:api:7489,Robert Strombachs,auto_mapped,men:sackmann:207669,men:sackmann:207669,men:api:808,Robin Bertrand,auto_mapped,men:sackmann:209850,men:sackmann:209850,,tle:2682e490586411b40f171f7a,men:sackmann:207669,men:sackmann:209850
,,,2026-05-26,men,challenger,hard,Chisinau,Chisinau - 1/16-finals,api_tennis:12130405,12130405,men:api:362,Timofey Skatov,auto_mapped,men:sackmann:207608,men:sackmann:207608,men:api:2386,Laslo Djere,auto_mapped,men:sackmann:111513,men:sackmann:111513,,tle:d1e5c66c2a94ff5de526d5da,men:sackmann:207608,men:sackmann:111513
,,,2026-05-26,men,challenger,hard,Chisinau,Chisinau - 1/16-finals,api_tennis:12130408,12130408,men:api:373,Franco Agamenone,auto_mapped,men:sackmann:106162,men:sackmann:106162,men:api:576,Cristian Jianu Filip,auto_mapped,men:sackmann:202262,men:sackmann:202262,,tle:45a0f0fa90081f5862506cea,men:sackmann:106162,men:sackmann:202262
,,,2026-05-26,men,challenger,hard,Chisinau,Chisinau - 1/16-finals,api_tennis:12130409,12130409,men:api:415,Pavel Kotov,auto_mapped,men:sackmann:200303,men:sackmann:200303,men:api:818,Gauthier Onclin,auto_mapped,men:sackmann:206904,men:sackmann:206904,,tle:ae82692bc8c0268ec75d85f5,men:sackmann:200303,men:sackmann:206904
,,,2026-05-26,men,challenger,hard,Chisinau,Chisinau - 1/16-finals,api_tennis:12130410,12130410,men:api:1205,Kimmer Coppejans,auto_mapped,men:sackmann:106293,men:sackmann:106293,men:api:1180,Francesco Maestrelli,auto_mapped,men:sackmann:208353,men:sackmann:208353,,tle:e6584fdd73264a328799f8c0,men:sackmann:106293,men:sackmann:208353
,,,2026-05-26,men,challenger,hard,Chisinau,Chisinau - 1/16-finals,api_tennis:12130411,12130411,men:api:2407,Alberto Olivieri Genaro,auto_mapped,men:sackmann:144821,men:sackmann:144821,men:api:9640,Andrej Nedic,auto_mapped,men:sackmann:210119,men:sackmann:210119,,tle:8f99594a83b1713579a04e09,men:sackmann:144821,men:sackmann:210119
,,,2026-05-26,men,challenger,hard,Chisinau,Chisinau - 1/16-finals,api_tennis:12130412,12130412,men:api:384,Zdenek Kolar,auto_mapped,men:sackmann:144645,men:sackmann:144645,men:api:11114,Ilya Snitari,auto_mapped,men:sackmann:209943,men:sackmann:209943,,tle:fd0405c2be7a7886b2c81fcf,men:sackmann:144645,men:sackmann:209943
,,,2026-05-26,men,challenger,clay,Kosice,Kosice - 1/16-finals,api_tennis:12130415,12130415,men:api:2241,Hynek Barton,auto_mapped,men:sackmann:210558,men:sackmann:210558,men:api:9219,Abedallah Shelbayh,auto_mapped,men:sackmann:209406,men:sackmann:209406,,tle:41716a71601deb356e942588,men:sackmann:210558,men:sackmann:209406
,,,2026-05-26,men,challenger,clay,Kosice,Kosice - 1/16-finals,api_tennis:12130416,12130416,men:api:1314,Dali Blanch,auto_mapped,men:sackmann:209898,men:sackmann:209898,men:api:24283,Alberto Caniato Carlo,auto_mapped,men:sackmann:212241,men:sackmann:212241,,tle:b644e80e652a5fe7b88630b5,men:sackmann:209898,men:sackmann:212241
,,,2026-05-26,men,challenger,clay,Kosice,Kosice - 1/16-finals,api_tennis:12130417,12130417,men:api:817,Milos Karol,auto_mapped,men:sackmann:209984,men:sackmann:209984,men:api:1739,Jay Clarke,auto_mapped,men:sackmann:126652,men:sackmann:126652,,tle:796df2baf5dee13d488401af,men:sackmann:209984,men:sackmann:126652
,,,2026-05-26,men,challenger,clay,Kosice,Kosice - 1/16-finals,api_tennis:12130419,12130419,men:api:1297,Kilian Feldbausch,auto_mapped,men:sackmann:210005,men:sackmann:210005,men:api:10840,Arnaud Bailly Gilles,auto_mapped,men:sackmann:211451,men:sackmann:211451,,tle:45e36a5ffa5acaa1fe74f5cc,men:sackmann:210005,men:sackmann:211451
,,,2026-05-26,men,challenger,clay,Kosice,Kosice - 1/16-finals,api_tennis:12130421,12130421,men:api:823,Franco Roncadelli,auto_mapped,men:sackmann:208364,men:sackmann:208364,men:api:1242,Maks Kasnikowski,auto_mapped,men:sackmann:209874,men:sackmann:209874,,tle:06cdeef428e65e79aebe6c20,men:sackmann:208364,men:sackmann:209874
,,,2026-05-26,men,challenger,clay,Kosice,Kosice - 1/16-finals,api_tennis:12130422,12130422,men:api:397,Norbert Gombos,auto_mapped,men:sackmann:105613,men:sackmann:105613,men:api:38845,Michal Krajci,auto_mapped,men:sackmann:211756,men:sackmann:211756,,tle:50a59bedc9081c353cca33b7,men:sackmann:105613,men:sackmann:211756
,,,2026-05-26,men,challenger,clay,Kosice,Kosice - 1/16-finals,api_tennis:12130423,12130423,men:api:1056,Andres Martin,auto_mapped,men:sackmann:211346,men:sackmann:211346,men:api:1065,Jozef Kovalik,auto_mapped,men:sackmann:106075,men:sackmann:106075,,tle:54a101ba0bfe6ee277499991,men:sackmann:211346,men:sackmann:106075
,,,2026-05-26,men,challenger,clay,Vicenza,Vicenza - 1/16-finals,api_tennis:12130426,12130426,men:api:1212,Remy Bertola,auto_mapped,men:sackmann:200329,men:sackmann:200329,men:api:1207,Moez Echargui,auto_mapped,men:sackmann:121411,men:sackmann:121411,,tle:2c0746413c1b79ba3754f4f7,men:sackmann:200329,men:sackmann:121411
,,,2026-05-26,men,challenger,clay,Vicenza,Vicenza - 1/16-finals,api_tennis:12130428,12130428,men:api:907,Henri Squire,auto_mapped,men:sackmann:202260,men:sackmann:202260,men:api:819,Luca Castagnola,auto_mapped,men:sackmann:209337,men:sackmann:209337,,tle:1c12e00b02fbe15064897bef,men:sackmann:202260,men:sackmann:209337
,,,2026-05-26,men,challenger,clay,Vicenza,Vicenza - 1/16-finals,api_tennis:12130429,12130429,men:api:867,Hsiou Hsu Yu,auto_mapped,men:sackmann:200318,men:sackmann:200318,men:api:1095,Marco Cecchinato,auto_mapped,men:sackmann:106065,men:sackmann:106065,,tle:fa60bd378930db05d0a8dc57,men:sackmann:200318,men:sackmann:106065
,,,2026-05-26,men,challenger,clay,Vicenza,Vicenza - 1/16-finals,api_tennis:12130432,12130432,men:api:10018,Lautaro Midon,auto_mapped,men:sackmann:210510,men:sackmann:210510,men:api:2408,Lucas Reis Da Silva Joao,auto_mapped,men:sackmann:206307,men:sackmann:206307,,tle:fc2023c9d00a457adf659751,men:sackmann:210510,men:sackmann:206307
,,,2026-05-26,men,challenger,clay,Vicenza,Vicenza - 1/16-finals,api_tennis:12130434,12130434,men:api:2672,Stefano Travaglia,auto_mapped,men:sackmann:105882,men:sackmann:105882,men:api:1331,Alejandro Moro Canas,auto_mapped,men:sackmann:208279,men:sackmann:208279,,tle:ca6548f7c6f6b3f8ef001e74,men:sackmann:105882,men:sackmann:208279
,,,2026-05-26,men,challenger,clay,Vicenza,Vicenza - 1/16-finals,api_tennis:12130435,12130435,men:api:389,Hsin Tseng Chun,auto_mapped,men:sackmann:202358,men:sackmann:202358,men:api:2003,Pedro Boscardin Dias,auto_mapped,men:sackmann:208046,men:sackmann:208046,,tle:478908f9128d628ca321a629,men:sackmann:202358,men:sackmann:208046
,,,2026-05-26,men,challenger,hard,Little Rock,Little Rock - 1/16-finals,api_tennis:12130526,12130526,men:api:2214,Tyler Zink,auto_mapped,men:sackmann:208342,men:sackmann:208342,men:api:7890,Blake Ellis,auto_mapped,men:sackmann:134329,men:sackmann:134329,,tle:9e17a890b88b5e8eb88e022e,men:sackmann:208342,men:sackmann:134329
,,,2026-05-26,men,challenger,hard,Little Rock,Little Rock - 1/16-finals,api_tennis:12130529,12130529,men:api:9216,Aidan Mayo,auto_mapped,men:sackmann:208854,men:sackmann:208854,men:api:9362,Edas Butvilas,auto_mapped,men:sackmann:210220,men:sackmann:210220,,tle:65ca1e8e82463c06d18fc274,men:sackmann:208854,men:sackmann:210220
,,,2026-05-26,men,challenger,hard,Little Rock,Little Rock - 1/16-finals,api_tennis:12130530,12130530,men:api:15277,Daniel Milavsky,auto_mapped,men:sackmann:212251,men:sackmann:212251,men:api:1062,Tung-Lin Wu,auto_mapped,men:sackmann:126555,men:sackmann:126555,,tle:a5c58539cf05da49aeb77d06,men:sackmann:212251,men:sackmann:126555
,,,2026-05-26,men,challenger,hard,Little Rock,Little Rock - 1/16-finals,api_tennis:12130531,12130531,men:api:439,Michael Mmoh,auto_mapped,men:sackmann:111581,men:sackmann:111581,men:api:38778,Hayato Matsuoka,auto_mapped,men:sackmann:211627,men:sackmann:211627,,tle:24c0d577813455f9a54cda81,men:sackmann:111581,men:sackmann:211627
,,,2026-05-26,men,challenger,hard,Little Rock,Little Rock - 1/16-finals,api_tennis:12130535,12130535,men:api:876,Fajing Sun,auto_mapped,men:sackmann:111806,men:sackmann:111806,men:api:67410,Dakotah Bobo,auto_mapped,men:sackmann:212860,men:sackmann:212860,,tle:582dc00731787e776d7b275d,men:sackmann:111806,men:sackmann:212860
,,,2026-05-26,men,itf,clay,M25 Carnac,M25 Carnac - 1/16-finals,api_tennis:12130579,12130579,men:api:71902,Hugo Car,auto_mapped,men:sackmann:213098,men:sackmann:213098,men:api:38176,Jack Loge,auto_mapped,men:sackmann:211504,men:sackmann:211504,,tle:046eb28ea8c060a54457974a,men:sackmann:213098,men:sackmann:211504
,,,2026-05-26,men,itf,clay,M25 Carnac,M25 Carnac - 1/16-finals,api_tennis:12130580,12130580,men:api:63427,Daniel Jade,auto_mapped,men:sackmann:212711,men:sackmann:212711,men:api:1315,Lucas Poullain,auto_mapped,men:sackmann:131911,men:sackmann:131911,,tle:829c73c290665ddb9e6e4692,men:sackmann:212711,men:sackmann:131911
,,,2026-05-26,men,itf,clay,M25 Carnac,M25 Carnac - 1/16-finals,api_tennis:12130581,12130581,men:api:53339,Raphael Perot,auto_mapped,men:sackmann:212222,men:sackmann:212222,men:api:966,Lucas Bouquet,auto_mapped,men:sackmann:131910,men:sackmann:131910,,tle:e70572299db46bca51b402dc,men:sackmann:212222,men:sackmann:131910
,,,2026-05-26,men,itf,hard,M15 Gimcheon 2,M15 Gimcheon 2 - 1/16-finals,api_tennis:12130609,12130609,men:api:83534,Woo Cho Seung,auto_mapped,men:sackmann:212649,men:sackmann:212649,men:api:960,Daisuke Sumizawa,auto_mapped,men:sackmann:200671,men:sackmann:200671,,tle:3b8d8058f8b75e3d3b0bfab9,men:sackmann:212649,men:sackmann:200671
,,,2026-05-26,men,itf,hard,M15 Gimcheon 2,M15 Gimcheon 2 - 1/16-finals,api_tennis:12130610,12130610,men:api:2018,Taisei Ichikawa,auto_mapped,men:sackmann:207383,men:sackmann:207383,men:api:61207,Yuto Oki,auto_mapped,men:sackmann:212639,men:sackmann:212639,,tle:17168f1cde58809ca9c683c0,men:sackmann:207383,men:sackmann:212639
