pick_id,date,time,gender,tour_level,tournament,round,match,bet,player_name,opponent_name,player_key,opponent_key,player_api_key,opponent_api_key,player_canonical_key,opponent_canonical_key,mapping_status,match_status,prediction_match_id,winner_key,loser_key,winner_name,loser_name,surface,level,picked_side_in_prediction,old_model_prob,old_implied_prob,old_edge,odds,stake,result,old_profit,old_roi,elo_prob_pick,elo_pick_prob,elo_selected_side,elo_agrees_with_old_pick,elo_implied_prob,elo_edge,elo_min_level_matches,elo_min_surface_matches,elo_eligible,elo_no_bet_reason,winner_level_matches,loser_level_matches,winner_surface_matches,loser_surface_matches,player_last10_win_rate,opponent_last10_win_rate,last10_win_rate_diff,h2h_matches,h2h_player_wins,h2h_opponent_wins,favorite_type,confidence,quality_score,best_bookmaker,market_median_odds,bookmakers_used
428e2873cda7234faf9e54016c78c67a,2026-05-05,10:00,unknown,qualifying,Rome,WTA Rome - Final,A. Tomljanovic - L. Jeanjean,L. Jeanjean,L. Jeanjean,A. Tomljanovic,9118,1146,,,,,both_unmapped:missing_api_key|missing_api_key,no_prediction_match,,,,,,,,,0.6,0.4255,0.1745,2.35,1.25,win,1.6875,1.35,,,,,0.4255,,,,False,no_prediction_match,,,,,0.6,0.4,0.2,0,0,0,underdog,88,91.4,Pncl,2.2,9
694932db8045896a98ee2dda5d09c19b,2026-05-05,11:00,men,challenger,Francavilla,Francavilla - 1/16-finals,A. Barrena - A. Holmgren,A. Holmgren,A. Holmgren,A. Barrena,19536,1324,men:api:19536,men:api:1324,men:sackmann:200416,men:sackmann:209875,mapped,no_prediction_match,,,,,,,,,0.6,0.4505,0.1495,2.22,1.5,win,1.83,1.22,,,,,0.4505,,,,False,no_prediction_match,,,,,0.6667,0.6,0.0667,1,0,1,underdog,88,92.2,Pncl,2.1,10
f3edac972b81c64d1e42c88e158c6785,2026-05-05,11:55,unknown,qualifying,Rome,ATP Rome - Final,H. Dellien - J. De Jong,H. Dellien,H. Dellien,J. De Jong,2980,412,,,,,both_unmapped:missing_api_key|missing_api_key,no_prediction_match,,,,,,,,,0.66,0.4608,0.1992,2.17,1.5,loss,-1.5,-1.0,,,,,0.4608,,,,False,no_prediction_match,,,,,0.8,0.4,0.4,4,2,2,underdog,88,92.9,Pncl,2.1,11
6ed17c42b515d72963955e6edfd510ce,2026-05-05,11:30,women,challenger,Istanbul (Turkey) - Qualification,Istanbul - 1/16-finals,K. Sebov - B. Cengiz,K. Sebov,K. Sebov,B. Cengiz,6701,1241,women:api:6701,women:api:1241,women:sackmann:214684,women:sackmann:214507,mapped,no_prediction_match,,,,,,,,,0.66,0.5181,0.1419,1.93,1.5,loss,-1.5,-1.0,,,,,0.5181,,,,False,no_prediction_match,,,,,0.6,0.3,0.3,0,0,0,favorite,88,92.9,Betano,1.91,11
3672a248ab050785a7b6f2b50146b1ab,2026-05-05,11:25,men,challenger,Wuxi,Wuxi - 1/16-finals,L. Castelnuovo - O. Milic,L. Castelnuovo,L. Castelnuovo,O. Milic,2220,52882,men:api:2220,men:api:52882,men:sackmann:132573,men:sackmann:212207,mapped,no_prediction_match,,,,,,,,,0.62,0.3802,0.2398,2.63,1.25,loss,-1.25,-1.0,,,,,0.3802,,,,False,no_prediction_match,,,,,0.8,0.6667,0.1333,0,0,0,underdog,88,90.2,Pncl,2.39,11
cd3288b291505063b30cca1619cc4b83,2026-05-05,12:35,men,challenger,Francavilla,Francavilla - 1/16-finals,F. Gill - Z. Kolar,F. Gill,F. Gill,Z. Kolar,1208,384,men:api:1208,men:api:384,men:sackmann:208269,men:sackmann:144645,mapped,no_prediction_match,,,,,,,,,0.66,0.5181,0.1419,1.93,1.25,loss,-1.25,-1.0,,,,,0.5181,,,,False,no_prediction_match,,,,,0.7,0.4,0.3,0,0,0,favorite,88,91.4,Pncl,1.83,9
5b12a51c0a58c9ed8d9228465f877609,2026-05-05,16:50,unknown,wta,Rome,WTA Rome - 1/64-finals,M. Trevisan - T. Gibson,M. Trevisan,M. Trevisan,T. Gibson,512,3326,,,,,both_unmapped:missing_api_key|missing_api_key,no_prediction_match,,,,,,,,,0.5987,0.4032,0.1955,2.48,1.25,loss,-1.25,-1.0,,,,,0.4032,,,,False,no_prediction_match,,,,,0.5,0.5,0.0,0,0,0,underdog,88,90.9,Unibet,2.38,11
4fb1d95c63544a42d309dd4f283d85a2,2026-05-05,16:15,unknown,qualifying,Rome,ATP Rome - Final,M. Landaluce - A. Pellegrino,A. Pellegrino,A. Pellegrino,M. Landaluce,2001,39864,,,,,both_unmapped:missing_api_key|missing_api_key,no_prediction_match,,,,,,,,,0.5425,0.431,0.1115,2.32,1.25,win,1.65,1.3199999999999998,,,,,0.431,,,,False,no_prediction_match,,,,,0.5,0.5,0.0,0,0,0,underdog,85.5,84.9,Unibet,2.2,11
0bcdfe8538cefa093f166f2b8d304493,2026-05-05,16:20,women,itf,W35 Platja D'Aro,W35 Platja D'Aro - 1/16-finals,F. Curmi - A. Monnot,F. Curmi,F. Curmi,A. Monnot,145,14242,women:api:145,women:api:14242,women:sackmann:221014,women:sackmann:221486,mapped,no_prediction_match,,,,,,,,,0.66,0.5464,0.1136,1.83,1.0,win,0.83,0.83,,,,,0.5464,,,,False,no_prediction_match,,,,,0.6,0.6,0.0,1,1,0,favorite,88,83.3,bet365,1.71,8
7fae3ff5987f308538354f0b6f5e103a,2026-05-05,20:00,men,challenger,Francavilla,Francavilla - 1/16-finals,A. Guerrieri - C. H. Tseng,A. Guerrieri,A. Guerrieri,C. H. Tseng,853,389,men:api:853,men:api:389,men:sackmann:200462,men:sackmann:202358,mapped,no_prediction_match,,,,,,,,,0.66,0.5405,0.1195,1.85,1.25,loss,-1.25,-1.0,,,,,0.5405,,,,False,no_prediction_match,,,,,0.9,0.3,0.6,0,0,0,favorite,88,86.3,Betano,1.8,9
13728e13ce63912a849d16d6639dbe4b,2026-05-06,11:00,men,challenger,Francavilla,Francavilla - 1/16-finals,J. C. Prado Angelo - B. Gadamauri,B. Gadamauri,B. Gadamauri,J. C. Prado Angelo,12832,21704,men:api:12832,men:api:21704,men:sackmann:207527,men:sackmann:210178,mapped,no_prediction_match,,,,,,,,,0.6,0.4484,0.1516,2.23,1.25,loss,-1.25,-1.0,,,,,0.4484,,,,False,no_prediction_match,,,,,0.875,0.7,0.175,0,0,0,underdog,88,87.0,Pncl,2.02,7
49b317fc2b98147924578893fa5882ab,2026-05-05,20:00,men,challenger,Santos,Santos - 1/16-finals,M. Tobon - E. Ribeiro,M. Tobon,M. Tobon,E. Ribeiro,34386,6712,men:api:34386,men:api:6712,men:sackmann:101495,men:sackmann:200495,mapped,no_prediction_match,,,,,,,,,0.66,0.4,0.26,2.5,1.25,win,1.875,1.5,,,,,0.4,,,,False,no_prediction_match,,,,,0.7,0.5,0.2,0,0,0,underdog,88,90.9,bet365,2.41,10
4e80698067d6a9883b03d3d513ba6a5b,2026-05-05,20:30,women,itf,W100 Indian Harbour Beach,"W100 Indian Harbour Beach, FL - 1/16-finals",M. Sieg - E. Mandlik,M. Sieg,M. Sieg,E. Mandlik,9246,209,women:api:9246,women:api:209,women:sackmann:221020,women:sackmann:216097,mapped,no_prediction_match,,,,,,,,,0.6591,0.3636,0.2955,2.75,1.25,loss,-1.25,-1.0,,,,,0.3636,,,,False,no_prediction_match,,,,,0.6,0.4,0.2,0,0,0,underdog,88,89.4,Betfair,2.63,9
e2457b96c4d90eb60e88a0ab0e3e7dba,2026-05-06,05:30,women,itf,W15 Nakhon Pathom 2,W15 Nakhon Pathom 2 - 1/16-finals,J. Shin - L. Podgorichani,J. Shin,J. Shin,L. Podgorichani,3130,80930,women:api:3130,women:api:80930,women:sackmann:222215,,opponent_unmapped:not_in_mapping,no_prediction_match,,,,,,,,,0.66,0.4762,0.1838,2.1,1.25,loss,-1.25,-1.0,,,,,0.4762,,,,False,no_prediction_match,,,,,0.4,0.1,0.3,0,0,0,underdog,88,89.9,bet365,2.05,8
af73135ae934e88cf285231a4cd1f4e8,2026-05-06,11:00,men,challenger,Francavilla,Francavilla - 1/16-finals,J. C. Prado Angelo - B. Gadamauri,B. Gadamauri,B. Gadamauri,J. C. Prado Angelo,12832,21704,men:api:12832,men:api:21704,men:sackmann:207527,men:sackmann:210178,mapped,no_prediction_match,,,,,,,,,0.6,0.4386,0.1614,2.28,1.25,loss,-1.25,-1.0,,,,,0.4386,,,,False,no_prediction_match,,,,,0.875,0.7,0.175,0,0,0,underdog,88,90.0,Unibet,2.15,9
033f03db7cc650c4bbb3b62e41a6df80,2026-05-06,11:00,unknown,atp,Rome,ATP Rome - 1/64-finals,F. Marozsan - V. Kopriva,V. Kopriva,V. Kopriva,F. Marozsan,1083,10148,,,,,both_unmapped:missing_api_key|missing_api_key,no_prediction_match,,,,,,,,,0.5533,0.4219,0.1314,2.37,1.25,win,1.7125,1.3699999999999999,,,,,0.4219,,,,False,no_prediction_match,,,,,0.5,0.4444,0.0556,2,2,0,underdog,85.7,89.3,bet365,2.25,11
1d519900741c7269a786e03d8f69ce0c,2026-05-06,10:00,women,challenger,Istanbul (Turkey) - Qualification,Istanbul - 1/8-finals,A. Tubello - E. Yaneva,A. Tubello,A. Tubello,E. Yaneva,7522,58227,women:api:7522,women:api:58227,women:sackmann:220554,women:sackmann:260664,mapped,no_prediction_match,,,,,,,,,0.66,0.4762,0.1838,2.1,1.25,win,1.375,1.1,,,,,0.4762,,,,False,no_prediction_match,,,,,0.8,0.5,0.3,0,0,0,underdog,88,88.4,888Sport,2.01,7
69fa69ffe7a5a9ff05463d543ca1a601,2026-05-06,11:00,unknown,wta,Rome,WTA Rome - 1/64-finals,A. Eala - M. Frech,A. Eala,A. Eala,M. Frech,3490,2089,,,,,both_unmapped:missing_api_key|missing_api_key,no_prediction_match,,,,,,,,,0.66,0.5525,0.1075,1.81,1.25,win,1.0125,0.8099999999999999,,,,,0.5525,,,,False,no_prediction_match,,,,,0.5,0.4,0.1,0,0,0,favorite,88,84.8,Pncl,1.77,11
9d0e4ba62426fd5b6ae377bd49a0df54,2026-05-06,05:30,women,itf,W15 Nakhon Pathom 2,W15 Nakhon Pathom 2 - 1/16-finals,J. Shin - L. Podgorichani,J. Shin,J. Shin,L. Podgorichani,3130,80930,women:api:3130,women:api:80930,women:sackmann:222215,,opponent_unmapped:not_in_mapping,no_prediction_match,,,,,,,,,0.66,0.4762,0.1838,2.1,1.5,loss,-1.5,-1.0,,,,,0.4762,,,,False,no_prediction_match,,,,,0.4,0.1,0.3,0,0,0,underdog,88,92.9,bet365,2.02,10
658562c7c4f058b3851150a08d1f53de,2026-05-06,11:00,men,challenger,Francavilla,Francavilla - 1/16-finals,J. C. Prado Angelo - B. Gadamauri,B. Gadamauri,B. Gadamauri,J. C. Prado Angelo,12832,21704,men:api:12832,men:api:21704,men:sackmann:207527,men:sackmann:210178,mapped,no_prediction_match,,,,,,,,,0.6,0.4386,0.1614,2.28,1.25,loss,-1.25,-1.0,,,,,0.4386,,,,False,no_prediction_match,,,,,0.8,0.7,0.1,0,0,0,underdog,88,91.4,Unibet,2.15,9
3829c115036e5181b7f739efd7703de0,2026-05-06,11:00,women,wta,Rome,WTA Rome - 1/64-finals,A. Eala - M. Frech,A. Eala,A. Eala,M. Frech,3490,2089,women:api:3490,women:api:2089,women:sackmann:223253,women:sackmann:211684,mapped,no_prediction_match,,,,,,,,,0.66,0.5525,0.1075,1.81,1.25,win,1.0125,0.8099999999999999,,,,,0.5525,,,,False,no_prediction_match,,,,,0.5,0.4,0.1,0,0,0,favorite,88,84.8,Pncl,1.77,11
ef3795d687647544bc16b27392daa946,2026-05-06,14:15,women,wta,Rome,WTA Rome - 1/64-finals,Y. Putintseva - T. Valentova,Y. Putintseva,Y. Putintseva,T. Valentova,2177,8976,women:api:2177,women:api:8976,women:sackmann:201709,women:sackmann:238184,mapped,no_prediction_match,,,,,,,,,0.5826,0.4484,0.1341,2.23,1.25,loss,-1.25,-1.0,,,,,0.4484,,,,False,no_prediction_match,,,,,0.6,0.5,0.1,1,1,0,underdog,88,91.5,Pncl,2.16,11
5dff99942cd328a8836c169c171d3ed7,2026-05-07,13:00,men,atp,Rome,ATP Rome - 1/64-finals,M. Giron - M. Cilic,M. Giron,M. Giron,M. Cilic,1766,2167,men:api:1766,men:api:2167,men:sackmann:106218,men:sackmann:105227,mapped,no_prediction_match,,,,,,,,,0.66,0.431,0.229,2.32,1.5,loss,-1.5,-1.0,,,,,0.431,,,,False,no_prediction_match,,,,,0.6,0.4,0.2,1,0,1,underdog,88,92.9,Pncl,2.3,11
c585a6018ba9078be1443fe104566cc0,2026-05-06,12:45,men,challenger,Francavilla,Francavilla - 1/8-finals,A. Holmgren - G. Den Ouden,A. Holmgren,A. Holmgren,G. Den Ouden,19536,1935,men:api:19536,men:api:1935,men:sackmann:200416,men:sackmann:209911,mapped,no_prediction_match,,,,,,,,,0.66,0.4444,0.2156,2.25,1.5,win,1.875,1.25,,,,,0.4444,,,,False,no_prediction_match,,,,,0.7,0.3,0.4,2,0,2,underdog,88,92.9,Pncl,2.11,10
093637bc3d04f99e787d5ede7f901711,2026-05-06,17:00,men,atp,Rome,ATP Rome - 1/64-finals,J. De Jong - N. Borges,J. De Jong,J. De Jong,N. Borges,412,358,men:api:412,men:api:358,men:sackmann:207411,men:sackmann:132686,mapped,matched_by_date_gender_pair,sackmann:men:2026-0416:281:132686:207411,men:sackmann:132686,men:sackmann:207411,Nuno Borges,Jesper De Jong,clay,atp_wta,loser,0.66,0.4608,0.1992,2.17,1.5,loss,-1.5,-1.0,0.5308172,0.5308172,old_pick,true,0.4608,0.0700172,71,63,True,,138,71,63,141,0.5,0.3,0.2,0,0,0,underdog,88,92.9,Pncl,2.06,11
dfa5ec1b7bf647bde34372507b57a205,2026-05-06,19:00,women,wta,Rome,WTA Rome - 1/64-finals,E. Cocciaretto - S. Kraus,S. Kraus,S. Kraus,E. Cocciaretto,1424,477,women:api:1424,women:api:477,women:sackmann:221257,women:sackmann:220714,mapped,no_prediction_match,,,,,,,,,0.6,0.4545,0.1455,2.2,1.5,loss,-1.5,-1.0,,,,,0.4545,,,,False,no_prediction_match,,,,,0.7,0.6,0.1,0,0,0,underdog,88,92.9,WilliamHill,2.2,11
d986a4211e1df4d08c94add74aedd12c,2026-05-06,16:40,women,itf,W75 Saint-Gaudens,W75 Saint-Gaudens - 1/16-finals,M. Rouvroy - E. Andreeva,M. Rouvroy,M. Rouvroy,E. Andreeva,9119,1958,women:api:9119,women:api:1958,women:sackmann:221191,women:sackmann:222965,mapped,no_prediction_match,,,,,,,,,0.66,0.3802,0.2798,2.63,1.25,loss,-1.25,-1.0,,,,,0.3802,,,,False,no_prediction_match,,,,,0.6,0.5,0.1,1,1,0,underdog,88,87.9,Betfair,2.53,8
8ef3eea1af14227e164fbb1fe253af52,2026-05-07,11:00,men,atp,Rome,ATP Rome - 1/64-finals,D. Svrcina - M. Kecmanovic,D. Svrcina,D. Svrcina,M. Kecmanovic,1754,2848,men:api:1754,men:api:2848,men:sackmann:207494,men:sackmann:200175,mapped,no_prediction_match,,,,,,,,,0.66,0.5025,0.1575,1.99,1.5,loss,-1.5,-1.0,,,,,0.5025,,,,False,no_prediction_match,,,,,0.8,0.3,0.5,0,0,0,favorite,88,92.9,Pncl,1.9,10
af29f1970852ea6af8ebabdffd3153f7,2026-05-07,09:00,men,itf,M15 Mbombela 2 (South Africa),M15 Mbombela 2 - 1/16-finals,S. Storch - G. Ciocca,S. Storch,S. Storch,G. Ciocca,74752,93927,men:api:74752,men:api:93927,men:sackmann:213532,,opponent_unmapped:not_in_mapping,no_prediction_match,,,,,,,,,0.66,0.4444,0.2156,2.25,1.25,loss,-1.25,-1.0,,,,,0.4444,,,,False,no_prediction_match,,,,,0.3,0.1667,0.1333,0,0,0,underdog,88,88.6,Betfair,2.02,9
4baeb42c348ee9ee62ba358956f18c95,2026-05-07,10:00,women,challenger,Istanbul (Turkey) - Qualification,Istanbul - 1/8-finals,L. Fruhvirtova - L. Pigossi,L. Pigossi,L. Pigossi,L. Fruhvirtova,1125,446,women:api:1125,women:api:446,women:sackmann:206007,women:sackmann:222258,mapped,no_prediction_match,,,,,,,,,0.6,0.4255,0.1745,2.35,1.25,win,1.6875,1.35,,,,,0.4255,,,,False,no_prediction_match,,,,,0.7,0.4,0.3,1,1,0,underdog,88,89.9,Unibet,2.3,8
3a6e41e4ac3c7a6d64547d58112aef3c,2026-05-07,09:30,men,challenger,Wuxi,Wuxi - 1/8-finals,M. Jones - A. Santillan,A. Santillan,A. Santillan,M. Jones,868,680,men:api:868,men:api:680,men:sackmann:117361,men:sackmann:210382,mapped,no_prediction_match,,,,,,,,,0.6,0.4717,0.1283,2.12,1.25,win,1.4,1.1199999999999999,,,,,0.4717,,,,False,no_prediction_match,,,,,0.8,0.3,0.5,0,0,0,underdog,88,88.5,Unibet,1.99,9
d7da956cc61eeded7f67a55207a93a2f,2026-05-07,18:00,men,challenger,Francavilla,Francavilla - 1/8-finals,F. Ferreira Silva - C. H. Tseng,F. Ferreira Silva,F. Ferreira Silva,C. H. Tseng,585,389,men:api:585,men:api:389,men:sackmann:106393,men:sackmann:202358,mapped,no_prediction_match,,,,,,,,,0.66,0.4762,0.1838,2.1,1.25,loss,-1.25,-1.0,,,,,0.4762,,,,False,no_prediction_match,,,,,0.5,0.3,0.2,2,1,1,underdog,88,88.4,WilliamHill,2.0,7
dc694ed93f5780bc49dd28eea9db0602,2026-05-08,11:00,women,wta,Rome,WTA Rome - 1/32-finals,L. Samsonova - A. Li,A. Li,A. Li,L. Samsonova,2997,68376,women:api:2997,women:api:68376,women:sackmann:215983,women:sackmann:214643,mapped,no_prediction_match,,,,,,,,,0.6,0.4505,0.1495,2.22,1.5,loss,-1.5,-1.0,,,,,0.4505,,,,False,no_prediction_match,,,,,0.5,0.3,0.2,0,0,0,underdog,88,92.9,Pncl,2.15,11
b500350cb5be7ee134f0edd6a753f184,2026-05-07,18:30,men,challenger,Santos,Santos - 1/8-finals,M. Tobon - F. Mena,M. Tobon,M. Tobon,F. Mena,34386,378,men:api:34386,men:api:378,men:sackmann:101495,,opponent_unmapped:not_in_mapping,no_prediction_match,,,,,,,,,0.66,0.4,0.26,2.5,1.25,win,1.875,1.5,,,,,0.4,,,,False,no_prediction_match,,,,,0.7,0.5,0.2,0,0,0,underdog,88,84.9,Unibet,2.35,6
c227a8c969d7355c8824109f20f56692,2026-05-08,16:25,men,atp,Rome,ATP Rome - 1/32-finals,L. Tien - D. Dzumhur,D. Dzumhur,D. Dzumhur,L. Tien,1079,10520,men:api:1079,men:api:10520,men:sackmann:106000,men:sackmann:210530,mapped,no_prediction_match,,,,,,,,,0.6,0.4132,0.1868,2.42,1.25,loss,-1.25,-1.0,,,,,0.4132,,,,False,no_prediction_match,,,,,0.5,0.5,0.0,0,0,0,underdog,88,90.9,Pncl,2.28,11
74bf41ff9dfa82303a383d2a18eba73e,2026-05-07,16:50,men,atp,Rome,ATP Rome - 1/64-finals,T. A. Tirante - G. Cadenasso,G. Cadenasso,G. Cadenasso,T. A. Tirante,38798,366,men:api:38798,men:api:366,men:sackmann:211533,men:sackmann:202058,mapped,no_prediction_match,,,,,,,,,0.4833,0.3802,0.1031,2.63,1.0,loss,-1.0,-1.0,,,,,0.3802,,,,False,no_prediction_match,,,,,0.6,0.6,0.0,0,0,0,underdog,78.9,78.5,Betfair,2.5,11
1e8a69def1ae7f516fabd7c31a88d0b0,2026-05-08,05:00,women,challenger,Jiujiang (China) - Qualification,Jiujiang - Quarter-finals,H. Watson - X. You,X. You,X. You,H. Watson,1819,1155,women:api:1819,women:api:1155,women:sackmann:214646,women:sackmann:201586,mapped,no_prediction_match,,,,,,,,,0.6,0.4167,0.1833,2.4,1.5,win,2.1,1.4000000000000001,,,,,0.4167,,,,False,no_prediction_match,,,,,0.8,0.5,0.3,0,0,0,underdog,88,92.9,Unibet,2.24,10
124564eb0c152de8784013b1b9687cab,2026-05-08,11:00,women,wta,Rome,WTA Rome - 1/32-finals,Xin. Wang - A. Eala,Xin. Wang,Xin. Wang,A. Eala,1812,3490,women:api:1812,women:api:3490,,women:sackmann:223253,player_unmapped:ambiguous,no_prediction_match,,,,,,,,,0.6371,0.463,0.1742,2.16,1.5,loss,-1.5,-1.0,,,,,0.463,,,,False,no_prediction_match,,,,,0.4,0.5,-0.1,1,1,0,underdog,88,92.9,Unibet,2.1,11
066493e3469b68a6671cc0a1a5431fa0,2026-05-08,21:15,men,atp,Rome,ATP Rome - 1/32-finals,Y. Hanfmann - L. Darderi,Y. Hanfmann,Y. Hanfmann,L. Darderi,1764,8781,men:api:1764,men:api:8781,men:sackmann:105870,men:sackmann:209260,mapped,no_prediction_match,,,,,,,,,0.5844,0.4098,0.1745,2.44,1.25,loss,-1.25,-1.0,,,,,0.4098,,,,False,no_prediction_match,,,,,0.6,0.4,0.2,3,0,3,underdog,88,90.9,Pncl,2.38,11
0188eb65f09393a8609700d526d15179,2026-05-08,04:00,men,itf,M15 Wuning,M15 Wuning - Quarter-finals,J. Choe - Z. Zhao,J. Choe,J. Choe,Z. Zhao,69052,12909,men:api:69052,men:api:12909,men:sackmann:212647,men:sackmann:206888,mapped,no_prediction_match,,,,,,,,,0.66,0.5376,0.1224,1.86,1.25,win,1.075,0.86,,,,,0.5376,,,,False,no_prediction_match,,,,,0.6,0.3,0.3,0,0,0,favorite,88,85.5,Pncl,1.83,8
