pick_id,status,decision,confidence,reason,date,time,gender,level,surface,surface_source,raw_event_type_type,raw_event_type_key,raw_event_type,raw_event_name,raw_event_country_name,raw_league_name,raw_competition_name,raw_tournament_name,raw_tournament_round,context_text,tournament,round,match,pick,opponent,side,market_side,odds,avg_odds,median_odds,best_odds,best_bookmaker,implied_prob,tle_model,tle_prob,tle_edge,tle_min_level_matches,tle_min_surface_matches,bookmakers_raw,bookmakers_clean,outlier_bookmakers_removed,stake,stake_label,player_key,opponent_key,player_api_key,opponent_api_key,player_canonical_key,opponent_canonical_key,mapping_status,player_last5_win_rate,opponent_last5_win_rate,last5_win_rate_diff,player_last10_win_rate,opponent_last10_win_rate,last10_win_rate_diff,player_last10_set_diff_avg,opponent_last10_set_diff_avg,last10_set_diff_diff,player_last10_game_diff_avg,opponent_last10_game_diff_avg,last10_game_diff_diff,h2h_matches,h2h_player_wins,h2h_opponent_wins,form_support,h2h_support,fatigue_flag,created_at,result,profit,roi,settled_at,final_score,event_status,event_winner,event_winner_key,running_wins,running_losses,running_w_l,running_total_stake,running_total_profit,running_roi,event_key,fixture_id,qualification
ccafed31cab0e14f851694a74275f780,win,BET,normal,pass_edge,2026-06-19,12:00,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35 San Gregorio 4 (Italy),W35 San Gregorio 4 - Quarter-finals,itf women singles w35 san gregorio 4 (italy) w35 san gregorio 4   quarter finals 13992,W35 San Gregorio 4 (Italy),W35 San Gregorio 4 - Quarter-finals,G. Ce - V. Paganetti,G. Ce,V. Paganetti,home,Home,1.8878,1.8878,1.89,1.96,Pncl,0.52971713,level_only,0.5774872,0.04777007,93,,9,9,0,1.0,Standard,4752,29728,women:api:4752,women:api:29728,women:sackmann:206194,women:sackmann:260510,mapped,0.6,0.6,0.0,0.4,0.6,-0.2,-0.2,0.4,-0.6,-1.0,1.2,-2.2,0,0,0,FORM_AGAINST_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:19:07.685045+02:00,win,0.8878,0.8878,2026-06-19T23:37:50+00:00,2 - 0,Finished,First Player,4752,7,4,7-4,12.5,1.9469,0.155752,12138519,12138519,
d3281e87a2b0d57182f723c9f1298a2e,loss,STRONG_BET,strong,pass_strong_edge,2026-06-19,13:00,women,itf,unknown,missing,Itf Women Singles,,,,,,,W15 Dinard,W15 Dinard - Quarter-finals,itf women singles w15 dinard w15 dinard   quarter finals 11630,W15 Dinard,W15 Dinard - Quarter-finals,A. Stoyanov - F. Sziedat,F. Sziedat,A. Stoyanov,away,Away,2.635,2.635,2.595,2.85,Unibet,0.37950664,level_only,0.5495924,0.17008575,26,,10,10,0,1.25,Strong,2116,70319,women:api:2116,women:api:70319,women:sackmann:220645,women:sackmann:267422,mapped,0.8,0.6,0.2,0.9,0.6,0.3,1.3,0.4,0.9,6.1,1.3,4.8,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:20:00.023099+02:00,loss,-1.25,-1.0,2026-06-19T23:37:50+00:00,2 - 0,Finished,First Player,70319,7,5,7-5,13.75,0.6969,0.050684,12138588,12138588,
c16e9c6173892c596b3801bba1b45dc5,win,BET,normal,pass_edge,2026-06-19,13:00,women,itf,unknown,missing,Itf Women Singles,,,,,,,W50 Haskovo (Bulgaria),W50 Haskovo - Quarter-finals,itf women singles w50 haskovo (bulgaria) w50 haskovo   quarter finals 13993,W50 Haskovo (Bulgaria),W50 Haskovo - Quarter-finals,L. Encheva - C. Buyukakcay,L. Encheva,C. Buyukakcay,home,Home,1.7056,1.7056,1.68,1.8,bet365,0.58630394,level_only,0.66120416,0.07490022,151,,9,9,0,1.0,Standard,50682,2988,women:api:50682,women:api:2988,women:sackmann:260565,women:sackmann:201666,mapped,0.8,0.6,0.2,0.8,0.6,0.2,1.0,0.2,0.8,4.1,0.6,3.5,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:19:09.635192+02:00,win,0.7056,0.7056,2026-06-19T23:37:50+00:00,2 - 1,Finished,First Player,50682,8,5,8-5,14.75,1.4025,0.095085,12138520,12138520,
8c936e231a98fbcfb5d9ec4015acbdfa,win,BET,normal,pass_edge,2026-06-19,13:30,women,atp_wta,grass,tournament_surface_map,Wta Singles,,,,,,,Nottingham,WTA Nottingham - Quarter-finals,wta singles nottingham wta nottingham   quarter finals 2215,Nottingham,WTA Nottingham - Quarter-finals,Ka. Pliskova - T. Gibson,Ka. Pliskova,T. Gibson,home,Home,1.6092,1.6092,1.62,1.64,1xBet,0.6214268,blend_70_30,0.66641436,0.04498756,23,16,12,12,0,1.0,Standard,517,3326,women:api:517,women:api:3326,women:sackmann:201662,women:sackmann:221883,mapped,0.6,0.4,0.2,0.7,0.4,0.3,0.4,-0.3,0.7,0.2,-1.0,1.2,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:18:19.387516+02:00,win,0.6092,0.6092,2026-06-19T23:37:50+00:00,2 - 0,Finished,First Player,517,9,5,9-5,15.75,2.0117,0.127727,12138453,12138453,
4dd2ff67db7582d111bfc6acb0666bde,win,BET,normal,pass_edge,2026-06-19,13:30,men,challenger,clay,tournament_surface_map,Challenger Men Singles,,,,,,,Poznan,Poznan - Semi-finals,challenger men singles poznan poznan   semi finals 2453,Poznan,Poznan - Semi-finals,D. Svrcina - G. Heide,G. Heide,D. Svrcina,away,Away,1.7473,1.7473,1.75,1.8,Unibet,0.57231157,blend_60_40,0.63789943,0.06558786,136,115,11,11,0,1.0,Standard,2410,1754,men:api:2410,men:api:1754,men:sackmann:208361,men:sackmann:207494,mapped,0.8,0.6,0.2,0.7,0.6,0.1,0.7,0.6,0.1,1.2,2.8,-1.6,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:18:23.649193+02:00,win,0.7473,0.7473,2026-06-19T23:37:50+00:00,1 - 2,Finished,Second Player,2410,10,5,10-5,16.75,2.759,0.164716,12138456,12138456,
cc92246b9e8cab7e0f425cb9d35cacb7,loss,STRONG_BET,strong,pass_strong_edge,2026-06-19,14:30,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Milano (Italy),M25 Milano - Semi-finals,itf men singles m25 milano (italy) m25 milano   semi finals 13986,M25 Milano (Italy),M25 Milano - Semi-finals,G. Kravchenko - G. La Vela,G. La Vela,G. Kravchenko,away,Away,2.9922,2.9922,3.0,3.25,bet365,0.33420226,level_only,0.55105539,0.21685313,165,,9,9,0,1.25,Strong,8323,2106,men:api:8323,men:api:2106,men:sackmann:208153,men:sackmann:206662,mapped,0.6,0.8,-0.2,0.7,0.8,-0.1,0.7,1.1,-0.4,1.1,3.9,-2.8,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:17:58.201014+02:00,loss,-1.25,-1.0,2026-06-19T23:37:50+00:00,2 - 1,Finished,First Player,2106,10,6,10-6,18.0,1.509,0.083833,12138417,12138417,
9be7bafcf6277882b4ccf7561293d74b,win,STRONG_BET,strong,pass_strong_edge,2026-06-19,14:30,women,itf,unknown,missing,Itf Women Singles,,,,,,,W15 Dinard,W15 Dinard - Quarter-finals,itf women singles w15 dinard w15 dinard   quarter finals 11630,W15 Dinard,W15 Dinard - Quarter-finals,M. Vogt - M. Slama,M. Vogt,M. Slama,home,Home,1.449,1.449,1.445,1.48,Pncl,0.69013112,level_only,0.79348231,0.10335119,32,,10,10,0,1.25,Strong,28610,69230,women:api:28610,women:api:69230,women:sackmann:223100,women:sackmann:260693,mapped,1.0,0.8,0.2,0.9,0.7,0.2,1.6,0.7,0.9,5.7,4.1,1.6,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:20:03.896650+02:00,win,0.56125,0.449,2026-06-19T23:37:50+00:00,2 - 0,Finished,First Player,28610,11,6,11-6,19.25,2.07025,0.107545,12138590,12138590,
766f29374b02f0259622a10aa94d737a,win,STRONG_BET,strong,pass_strong_edge,2026-06-19,18:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M15 Saarlouis,M15 Saarlouis - Quarter-finals,itf men singles m15 saarlouis m15 saarlouis   quarter finals 9768,M15 Saarlouis,M15 Saarlouis - Quarter-finals,P. De Lange - N. Barsukov,P. De Lange,N. Barsukov,home,Home,2.5586,2.5586,2.56,2.85,Pncl,0.39083874,level_only,0.54992724,0.1590885,43,,8,7,1,1.25,Strong,71108,71308,men:api:71108,men:api:71308,men:sackmann:213046,men:sackmann:213062,mapped,0.6,0.4,0.2,0.6,0.4,0.2,0.2,-0.2,0.4,1.3,-0.4,1.7,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:19:45.360565+02:00,win,1.94825,1.5586,2026-06-19T23:37:50+00:00,2 - 1,Finished,First Player,71108,12,6,12-6,20.5,4.0185,0.196024,12138561,12138561,
7cc8d770f4ec9b5563a9b820c9d4a672,loss,STRONG_BET,strong,pass_strong_edge,2026-06-19,19:30,men,itf,unknown,missing,Itf Men Singles,,,,,,,"M25 Tulsa, OK","M25 Tulsa, OK - Quarter-finals","itf men singles m25 tulsa, ok m25 tulsa, ok   quarter finals 4219","M25 Tulsa, OK","M25 Tulsa, OK - Quarter-finals",A. Martin - D. Popko,D. Popko,A. Martin,away,Away,2.34,2.34,2.33,2.37,bet365,0.42735043,level_only,0.68074287,0.25339244,59,,3,3,0,1.25,Strong,1758,1056,men:api:1758,men:api:1056,men:sackmann:122078,men:sackmann:211346,mapped,0.8,0.6,0.2,0.7,0.6,0.1,0.5,0.1,0.4,1.0,0.6,0.4,2,1,1,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:20:09.906759+02:00,loss,-1.25,-1.0,2026-06-19T23:37:50+00:00,2 - 1,Finished,First Player,1056,12,7,12-7,21.75,2.7685,0.127287,12138595,12138595,
440308d0a9374d085ad5bd7153f8c99b,loss,BET,normal,pass_edge,2026-06-19,20:30,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35+H Tauste,W35+H Tauste - Semi-finals,itf women singles w35+h tauste w35+h tauste   semi finals 11176,W35+H Tauste,W35+H Tauste - Semi-finals,A. Kubareva - E. Milovanovic,E. Milovanovic,A. Kubareva,away,Away,1.6812,1.6812,1.69,1.77,Unibet,0.59481323,level_only,0.65322369,0.05841046,125,,8,8,0,1.0,Standard,13620,1417,women:api:13620,women:api:1417,women:sackmann:220429,women:sackmann:215707,mapped,0.6,0.8,-0.2,0.7,0.8,-0.1,1.0,1.3,-0.3,3.8,5.3,-1.5,1,1,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T10:20:15.717495+02:00,loss,-1.0,-1.0,2026-06-19T23:37:50+00:00,2 - 1,Finished,First Player,1417,12,8,12-8,22.75,1.7685,0.077736,12138598,12138598,
097a672f67d496c473a6d97dca1bf448,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,10:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Klosters,M25 Klosters - Semi-finals,itf men singles m25 klosters m25 klosters   semi finals 3591,M25 Klosters,M25 Klosters - Semi-finals,D. Dietrich - K. Wehnelt,K. Wehnelt,D. Dietrich,away,Away,2.9917,2.9917,2.97,3.2,Betfair,0.33425811,level_only,0.55263991,0.21838179,32,,6,6,0,1.25,Strong,2459,10865,men:api:2459,men:api:10865,men:sackmann:132999,men:sackmann:210157,mapped,0.8,1.0,-0.2,0.8,0.9,-0.1,1.1,1.3,-0.2,3.4,4.2,-0.8,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:37:54.716059+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,2 - 1,Finished,First Player,10865,12,9,12-9,24.0,0.5185,0.021604,12138672,12138672,
105b2db3f6de6d1334ec0ce6624e4073,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,10:00,women,itf,unknown,missing,Itf Women Singles,,,,,,,W35 Bolszewo (Poland),W35 Bolszewo - Semi-finals,itf women singles w35 bolszewo (poland) w35 bolszewo   semi finals 13991,W35 Bolszewo (Poland),W35 Bolszewo - Semi-finals,J. Pastikova - V. Bosio,V. Bosio,J. Pastikova,away,Away,2.028,2.028,2.02,2.1,Betfair,0.49309665,level_only,0.668862,0.17576535,41,,10,10,0,1.25,Strong,4019,30860,women:api:4019,women:api:30860,women:sackmann:206345,women:sackmann:264967,mapped,0.8,0.6,0.2,0.5,0.5,0.0,-0.2,-0.3,0.1,-0.5,-1.4,0.9,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:54.722185+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,2 - 0,Finished,First Player,30860,12,10,12-10,25.25,-0.7315,-0.02897,12138749,12138749,
325961d3790f90532cc4a3b8a1e4dda6,win,STRONG_BET,strong,pass_strong_edge,2026-06-20,11:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M15 Bourg-En-Bresse (France),M15 Bourg-en-Bresse - Semi-finals,itf men singles m15 bourg en bresse (france) m15 bourg en bresse   semi finals 13990,M15 Bourg-En-Bresse (France),M15 Bourg-en-Bresse - Semi-finals,M. Kaouk - M. Efstathiou,M. Efstathiou,M. Kaouk,away,Away,2.1886,2.1886,2.2,2.24,Pncl,0.4569131,level_only,0.64055024,0.18363714,25,,7,7,0,1.25,Strong,11182,68730,men:api:11182,men:api:68730,men:sackmann:213713,men:sackmann:213174,mapped,0.8,0.4,0.4,0.8,0.4,0.4,1.0,-0.2,1.2,2.8,0.2,2.6,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:38:50.953426+02:00,win,1.48575,1.1886,2026-06-20T17:51:18+00:00,1 - 2,Finished,Second Player,11182,13,10,13-10,26.5,0.75425,0.028462,12138747,12138747,
ebf06dff0e4f5c6e5cadc04f45a9edeb,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,11:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Lourinha (Portugal),M25 Lourinha - Semi-finals,itf men singles m25 lourinha (portugal) m25 lourinha   semi finals 13999,M25 Lourinha (Portugal),M25 Lourinha - Semi-finals,T. Boogaard - F. Andaloro,F. Andaloro,T. Boogaard,away,Away,2.5756,2.5756,2.58,2.75,Betfair,0.38825905,level_only,0.67581378,0.28755474,25,,9,9,0,1.25,Strong,9568,52704,men:api:9568,men:api:52704,men:sackmann:208257,men:sackmann:212275,mapped,0.6,0.8,-0.2,0.6,0.6,0.0,0.5,0.3,0.2,0.9,1.0,-0.1,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:39:04.172292+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,2 - 0,Finished,First Player,52704,13,11,13-11,27.75,-0.49575,-0.017865,12138758,12138758,
6cee8c8612aafae3a7a79c344ff84323,loss,STRONG_BET,strong,pass_strong_edge,2026-06-20,11:00,women,itf,unknown,missing,Itf Women Singles,,,,,,,W50 Haskovo (Bulgaria),W50 Haskovo - Semi-finals,itf women singles w50 haskovo (bulgaria) w50 haskovo   semi finals 13993,W50 Haskovo (Bulgaria),W50 Haskovo - Semi-finals,S. Janicijevic - L. Encheva,L. Encheva,S. Janicijevic,away,Away,2.238,2.238,2.25,2.34,Pncl,0.44682752,level_only,0.67087844,0.22405091,140,,10,10,0,1.25,Strong,50682,470,women:api:50682,women:api:470,women:sackmann:260565,women:sackmann:221911,mapped,0.8,0.6,0.2,0.8,0.5,0.3,0.9,0.0,0.9,3.8,0.3,3.5,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-20T08:39:00.384011+02:00,loss,-1.25,-1.0,2026-06-20T17:51:18+00:00,2 - 1,Finished,First Player,470,13,12,13-12,29.0,-1.74575,-0.060198,12138752,12138752,
