pick_id,status,decision,confidence,reason,date,time,gender,level,surface,surface_source,raw_event_type_type,raw_event_type_key,raw_event_type,raw_event_name,raw_event_country_name,raw_league_name,raw_competition_name,raw_tournament_name,raw_tournament_round,context_text,tournament,round,match,pick,opponent,side,market_side,odds,avg_odds,median_odds,best_odds,best_bookmaker,implied_prob,tle_model,tle_prob,tle_edge,tle_min_level_matches,tle_min_surface_matches,bookmakers_raw,bookmakers_clean,outlier_bookmakers_removed,stake,stake_label,player_key,opponent_key,player_api_key,opponent_api_key,player_canonical_key,opponent_canonical_key,mapping_status,player_last5_win_rate,opponent_last5_win_rate,last5_win_rate_diff,player_last10_win_rate,opponent_last10_win_rate,last10_win_rate_diff,player_last10_set_diff_avg,opponent_last10_set_diff_avg,last10_set_diff_diff,player_last10_game_diff_avg,opponent_last10_game_diff_avg,last10_game_diff_diff,h2h_matches,h2h_player_wins,h2h_opponent_wins,form_support,h2h_support,fatigue_flag,created_at
da7eb822d8db7f44d01162bdd2974e09,pending,NO_BET,none,unknown_surface,2026-06-19,12:30,women,atp_wta,unknown,missing,Wta Singles,,,,,,,Berlin,WTA Berlin - Quarter-finals,wta singles berlin wta berlin   quarter finals 3183,Berlin,WTA Berlin - Quarter-finals,L. Noskova - P. Badosa,P. Badosa,L. Noskova,away,Away,2.8092,2.8092,2.815,2.99,Pncl,0.35597323,blend_70_30,,,,,12,12,0,,,2178,447,women:api:2178,women:api:447,women:sackmann:211651,women:sackmann:222328,mapped,0.4,0.6,-0.2,0.4,0.6,-0.2,-0.3,0.3,-0.6,-1.0,1.6,-2.6,1,0,1,FORM_AGAINST_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:16.405279+02:00
013bd3f9c51a16fbfee1c08fb99b3dd1,pending,NO_BET,none,elo_prob_too_low,2026-06-19,11:30,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Klosters,M25 Klosters - Quarter-finals,itf men singles m25 klosters m25 klosters   quarter finals 3591,M25 Klosters,M25 Klosters - Quarter-finals,T. Genier - N. Karma,T. Genier,N. Karma,home,Home,3.01,3.01,3.04,3.25,bet365,0.33222591,level_only,0.39148427,0.05925835,21,,9,9,0,1.0,Standard,58020,68927,men:api:58020,men:api:68927,men:sackmann:149142,men:sackmann:212932,mapped,0.4,0.4,0.0,0.3,0.3,0.0,-0.9,-0.5,-0.4,-3.2,-1.6,-1.6,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:18.244388+02:00
ce6cf8ac9e52e3ad4c5c75018fd0e272,pending,NO_BET,none,elo_edge_too_low,2026-06-19,11:30,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Klosters,M25 Klosters - Quarter-finals,itf men singles m25 klosters m25 klosters   quarter finals 3591,M25 Klosters,M25 Klosters - Quarter-finals,T. Genier - N. Karma,N. Karma,T. Genier,away,Away,1.3356,1.3356,1.33,1.37,Pncl,0.74872716,level_only,0.60851573,-0.14021143,21,,9,9,0,1.0,Standard,68927,58020,men:api:68927,men:api:58020,men:sackmann:212932,men:sackmann:149142,mapped,0.4,0.4,0.0,0.3,0.3,0.0,-0.5,-0.9,0.4,-1.6,-3.2,1.6,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:18.244477+02:00
1baef0202e22c591e6e08407ab72cb85,pending,NO_BET,none,odds_outside_range,2026-06-19,10:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Klosters,M25 Klosters - Quarter-finals,itf men singles m25 klosters m25 klosters   quarter finals 3591,M25 Klosters,M25 Klosters - Quarter-finals,D. Dietrich - A. Burdet,D. Dietrich,A. Burdet,home,Home,1.0225,1.0225,1.02,1.03,bet365,0.97799511,level_only,,,,,8,8,0,,,10865,40101,men:api:10865,men:api:40101,men:sackmann:210157,men:sackmann:208853,mapped,1.0,0.6,0.4,0.9,0.4,0.5,1.4,-0.6,2.0,4.3,-2.6,6.9,0,0,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:20.100378+02:00
3a6629aac8fa6039eb0d809392021eb5,pending,NO_BET,none,odds_outside_range,2026-06-19,10:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M25 Klosters,M25 Klosters - Quarter-finals,itf men singles m25 klosters m25 klosters   quarter finals 3591,M25 Klosters,M25 Klosters - Quarter-finals,D. Dietrich - A. Burdet,A. Burdet,D. Dietrich,away,Away,9.72,9.72,9.6,10.0,bet365,0.10288066,level_only,,,,,8,5,3,,,40101,10865,men:api:40101,men:api:10865,men:sackmann:208853,men:sackmann:210157,mapped,0.6,1.0,-0.4,0.4,0.9,-0.5,-0.6,1.4,-2.0,-2.6,4.3,-6.9,0,0,0,FORM_AGAINST_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:20.100439+02:00
9fd203f979cc4fdc0342081f0003b73e,pending,NO_BET,none,unmapped_player,2026-06-19,10:30,women,qualifying,unknown,missing,Challenger Women Singles,,,,,,,Brescia (Italy) - Qualification,Brescia - Quarter-finals,challenger women singles brescia (italy)   qualification brescia   quarter finals 13973,Brescia (Italy) - Qualification,Brescia - Quarter-finals,A. Sobolieva - A. Mintegi Del Olmo,A. Sobolieva,A. Mintegi Del Olmo,home,Home,2.557,2.557,2.56,2.67,Superbet,0.3910833,level_only_qualifying_strict,,,,,10,10,0,,,13987,9267,women:api:13987,women:api:9267,,women:sackmann:221213,player_unmapped:unmapped,0.6,0.6,0.0,0.6,0.5,0.1,0.1,0.2,-0.1,0.7,1.6,-0.9,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:21.922554+02:00
8b9e601fc0a1c0afd410dd65744a3c3a,pending,NO_BET,none,unmapped_player,2026-06-19,10:30,women,qualifying,unknown,missing,Challenger Women Singles,,,,,,,Brescia (Italy) - Qualification,Brescia - Quarter-finals,challenger women singles brescia (italy)   qualification brescia   quarter finals 13973,Brescia (Italy) - Qualification,Brescia - Quarter-finals,A. Sobolieva - A. Mintegi Del Olmo,A. Mintegi Del Olmo,A. Sobolieva,away,Away,1.466,1.466,1.46,1.53,Pncl,0.68212824,level_only_qualifying_strict,,,,,10,10,0,,,9267,13987,women:api:9267,women:api:13987,women:sackmann:221213,,opponent_unmapped:unmapped,0.6,0.6,0.0,0.5,0.6,-0.1,0.2,0.1,0.1,1.6,0.7,0.9,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:21.922610+02:00
8cd69b2a45c45722f39aac13b8d9d04f,pending,NO_BET,none,odds_outside_range,2026-06-19,16:00,women,qualifying,unknown,missing,Challenger Women Singles,,,,,,,Brescia (Italy) - Qualification,Brescia - Quarter-finals,challenger women singles brescia (italy)   qualification brescia   quarter finals 13973,Brescia (Italy) - Qualification,Brescia - Quarter-finals,E. Yaneva - E. Gorgodze,E. Yaneva,E. Gorgodze,home,Home,1.2918,1.2918,1.3,1.33,bet365,0.77411364,level_only_qualifying_strict,,,,,11,11,0,,,58227,491,women:api:58227,women:api:491,women:sackmann:260664,women:sackmann:202493,mapped,0.4,0.4,0.0,0.4,0.3,0.1,-0.3,-0.9,0.6,-0.6,-3.1,2.5,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:23.781940+02:00
89596a2764b6d2cc960734fc0e9c1864,pending,NO_BET,none,min_level_not_met,2026-06-19,16:00,women,qualifying,unknown,missing,Challenger Women Singles,,,,,,,Brescia (Italy) - Qualification,Brescia - Quarter-finals,challenger women singles brescia (italy)   qualification brescia   quarter finals 13973,Brescia (Italy) - Qualification,Brescia - Quarter-finals,E. Yaneva - E. Gorgodze,E. Gorgodze,E. Yaneva,away,Away,3.3336,3.3336,3.4,3.5,Superbet,0.299976,level_only_qualifying_strict,0.50321062,0.20323462,2,,11,11,0,1.0,Standard,491,58227,women:api:491,women:api:58227,women:sackmann:202493,women:sackmann:260664,mapped,0.4,0.4,0.0,0.3,0.4,-0.1,-0.9,-0.3,-0.6,-3.1,-0.6,-2.5,0,0,0,FORM_NEUTRAL,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:23.781996+02:00
0925bfa2b5504730d0250a073c38c49b,pending,NO_BET,none,elo_prob_too_low,2026-06-19,07:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M15 Tokyo 2,M15 Tokyo 2 - Quarter-finals,itf men singles m15 tokyo 2 m15 tokyo 2   quarter finals 11271,M15 Tokyo 2,M15 Tokyo 2 - Quarter-finals,N. Honda - H. Heck,N. Honda,H. Heck,home,Home,1.7089,1.7089,1.7,1.77,Pncl,0.58517175,level_only,0.4405421,-0.14462965,49,,9,9,0,1.0,Standard,39537,10172,men:api:39537,men:api:10172,men:sackmann:211897,men:sackmann:209067,mapped,0.8,0.4,0.4,0.7,0.5,0.2,0.5,0.0,0.5,0.8,-0.7,1.5,1,1,0,FORM_SUPPORTS_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:26.410585+02:00
bb996253982022e9e2d9b9fa19d784a8,pending,BET,normal,pass_edge,2026-06-19,07:00,men,itf,unknown,missing,Itf Men Singles,,,,,,,M15 Tokyo 2,M15 Tokyo 2 - Quarter-finals,itf men singles m15 tokyo 2 m15 tokyo 2   quarter finals 11271,M15 Tokyo 2,M15 Tokyo 2 - Quarter-finals,N. Honda - H. Heck,H. Heck,N. Honda,away,Away,2.03,2.03,2.01,2.1,Betfair,0.49261084,level_only,0.5594579,0.06684707,49,,9,9,0,1.0,Standard,10172,39537,men:api:10172,men:api:39537,men:sackmann:209067,men:sackmann:211897,mapped,0.4,0.8,-0.4,0.5,0.7,-0.2,0.0,0.5,-0.5,-0.7,0.8,-1.5,1,0,1,FORM_AGAINST_PICK,H2H_TOO_SMALL,FATIGUE_NEUTRAL,2026-06-19T09:27:26.410668+02:00
