match_id,date,gender,level,surface,tournament,winner_api_key,winner_name,winner_mapping_status,winner_sackmann_key,loser_api_key,loser_name,loser_mapping_status,loser_sackmann_key,coverage
api_tennis:12134260,2026-06-06,men,atp_wta,clay,Stuttgart,men:api:8972,M. Alkaya,auto_mapped,men:sackmann:207368,men:api:17584,M. Sakellaridis,auto_mapped,men:sackmann:207541,both_mapped
api_tennis:12134186,2026-06-07,women,atp_wta,grass,London,women:api:1779,A. Blinkova,auto_mapped,women:sackmann:215020,women:api:1437,J. Burrage,auto_mapped,women:sackmann:214839,both_mapped
api_tennis:12134187,2026-06-07,women,atp_wta,grass,London,women:api:13421,A. Charaeva,auto_mapped,women:sackmann:221406,women:api:3326,T. Gibson,auto_mapped,women:sackmann:221883,both_mapped
api_tennis:12134188,2026-06-07,women,atp_wta,grass,London,women:api:1140,K. Rakhimova,auto_mapped,women:sackmann:215872,women:api:491,E. Gorgodze,auto_mapped,women:sackmann:202493,both_mapped
api_tennis:12134189,2026-06-07,women,atp_wta,grass,London,women:api:9259,P. Kudermetova,auto_mapped,women:sackmann:221236,women:api:467,P. Hon,auto_mapped,women:sackmann:211880,both_mapped
api_tennis:12134190,2026-06-07,women,atp_wta,grass,London,women:api:1783,S. Hunter,auto_mapped,women:sackmann:204411,women:api:527,A. Sasnovich,auto_mapped,women:sackmann:205925,both_mapped
api_tennis:12134191,2026-06-07,women,atp_wta,grass,London,women:api:1788,M. Inglis,auto_mapped,women:sackmann:213666,women:api:1792,A. Parks,auto_mapped,women:sackmann:219917,both_mapped
api_tennis:12134192,2026-06-07,women,atp_wta,grass,London,women:api:7931,H. Guo,auto_mapped,women:sackmann:215250,women:api:1823,E. Jacquemot,auto_mapped,women:sackmann:221039,both_mapped
api_tennis:12134194,2026-06-07,women,atp_wta,grass,London,women:api:168,A. Ruzic,auto_mapped,women:sackmann:222045,women:api:13618,A. Ito,auto_mapped,women:sackmann:256684,both_mapped
api_tennis:12134195,2026-06-07,women,atp_wta,grass,London,women:api:455,D. Vekic,auto_mapped,women:sackmann:202499,women:api:1831,C. Monnet,auto_mapped,women:sackmann:220733,both_mapped
api_tennis:12134196,2026-06-07,women,atp_wta,grass,London,women:api:1155,H. Watson,auto_mapped,women:sackmann:201586,women:api:1951,B. Haddad Maia,auto_mapped,women:sackmann:206242,both_mapped
api_tennis:12134197,2026-06-07,women,atp_wta,grass,London,women:api:1825,S. Zhang,auto_mapped,women:sackmann:201533,women:api:55586,H. Klugman,auto_mapped,women:sackmann:263872,both_mapped
api_tennis:12134209,2026-06-07,men,atp_wta,grass,Hertogenbosch,men:api:1317,M. Damm,auto_mapped,men:sackmann:102093,men:api:420,J. P. Ficovich,auto_mapped,men:sackmann:126663,both_mapped
api_tennis:12134210,2026-06-07,men,atp_wta,clay,Stuttgart,men:api:818,G. Onclin,auto_mapped,men:sackmann:206904,men:api:1746,M. Huesler,auto_mapped,men:sackmann:144817,both_mapped
api_tennis:12134211,2026-06-07,men,atp_wta,clay,Stuttgart,men:api:9608,S. Shimabukuro,auto_mapped,men:sackmann:200647,men:api:416,J. Rodionov,auto_mapped,men:sackmann:200514,both_mapped
api_tennis:12134212,2026-06-07,women,atp_wta,grass,Hertogenbosch,women:api:2191,G. Minnen,auto_mapped,women:sackmann:213889,women:api:2415,E. Seidel,auto_mapped,women:sackmann:230870,both_mapped
api_tennis:12134250,2026-06-07,women,atp_wta,grass,Hertogenbosch,women:api:9254,H. Vandewinkel,auto_mapped,women:sackmann:243420,women:api:13375,A. Koevermans,auto_mapped,women:sackmann:222017,both_mapped
api_tennis:12134285,2026-06-07,women,atp_wta,grass,Hertogenbosch,women:api:2826,K. Volynets,auto_mapped,women:sackmann:220465,women:api:451,L. Zhu,manual_mapped,women:sackmann:202684,both_mapped
api_tennis:12134286,2026-06-07,women,atp_wta,grass,Hertogenbosch,women:api:2123,R. Montgomery,auto_mapped,women:sackmann:221905,women:api:1962,J. Garland,auto_mapped,women:sackmann:220466,both_mapped
api_tennis:12134295,2026-06-07,men,atp_wta,grass,Hertogenbosch,men:api:1082,E. Ymer,auto_mapped,men:sackmann:111200,men:api:14641,N. Visker,auto_mapped,men:sackmann:208253,both_mapped
api_tennis:12134296,2026-06-07,men,atp_wta,grass,Hertogenbosch,men:api:1882,J. McCabe,auto_mapped,men:sackmann:210317,men:api:39928,S. Jong,auto_mapped,men:sackmann:210093,both_mapped
api_tennis:12134297,2026-06-07,men,atp_wta,grass,Hertogenbosch,men:api:1771,B. Bonzi,auto_mapped,men:sackmann:126127,men:api:3145,B. Tomic,auto_mapped,men:sackmann:106071,both_mapped
api_tennis:12134306,2026-06-07,men,atp_wta,clay,Stuttgart,men:api:557,A. Galarneau,auto_mapped,men:sackmann:200008,men:api:1057,R. Safiullin,auto_mapped,men:sackmann:126128,both_mapped
api_tennis:12134307,2026-06-07,men,atp_wta,clay,Stuttgart,men:api:1748,P. Herbert,auto_mapped,men:sackmann:105732,men:api:8972,M. Alkaya,auto_mapped,men:sackmann:207368,both_mapped
api_tennis:12134507,2026-06-07,women,atp_wta,grass,London,women:api:1779,A. Blinkova,auto_mapped,women:sackmann:215020,women:api:455,D. Vekic,auto_mapped,women:sackmann:202499,both_mapped
api_tennis:12134508,2026-06-07,women,atp_wta,grass,London,women:api:9259,P. Kudermetova,auto_mapped,women:sackmann:221236,women:api:13421,A. Charaeva,auto_mapped,women:sackmann:221406,both_mapped
api_tennis:12134531,2026-06-07,women,atp_wta,grass,London,women:api:1825,S. Zhang,auto_mapped,women:sackmann:201533,women:api:1155,H. Watson,auto_mapped,women:sackmann:201586,both_mapped
api_tennis:12134533,2026-06-07,women,atp_wta,grass,London,women:api:168,A. Ruzic,auto_mapped,women:sackmann:222045,women:api:1783,S. Hunter,auto_mapped,women:sackmann:204411,both_mapped
api_tennis:12134534,2026-06-07,women,atp_wta,grass,London,women:api:1788,M. Inglis,auto_mapped,women:sackmann:213666,women:api:7931,H. Guo,auto_mapped,women:sackmann:215250,both_mapped
api_tennis:12134535,2026-06-07,women,atp_wta,grass,London,women:api:2414,T. Maria,auto_mapped,women:sackmann:213583,women:api:1140,K. Rakhimova,auto_mapped,women:sackmann:215872,both_mapped
api_tennis:12134274,2026-06-08,women,atp_wta,grass,Hertogenbosch,women:api:1131,D. Snigur,auto_mapped,women:sackmann:220750,women:api:2178,P. Badosa,auto_mapped,women:sackmann:211651,both_mapped
api_tennis:12134276,2026-06-08,women,atp_wta,grass,Hertogenbosch,women:api:61034,M. Pohankova,auto_mapped,women:sackmann:266376,women:api:3007,C. Tauson,auto_mapped,women:sackmann:220704,both_mapped
api_tennis:12134278,2026-06-08,women,atp_wta,grass,Hertogenbosch,women:api:1154,M. Linette,auto_mapped,women:sackmann:202663,women:api:92,K. Birrell,auto_mapped,women:sackmann:214040,both_mapped
api_tennis:12134283,2026-06-08,women,atp_wta,grass,Hertogenbosch,women:api:521,E. Mertens,auto_mapped,women:sackmann:210722,women:api:2817,B. Andreescu,auto_mapped,women:sackmann:215370,both_mapped
api_tennis:12134284,2026-06-08,women,atp_wta,grass,Hertogenbosch,women:api:1141,P. Udvardy,auto_mapped,women:sackmann:215910,women:api:2392,E. Alexandrova,auto_mapped,women:sackmann:206420,both_mapped
api_tennis:12134292,2026-06-08,men,atp_wta,grass,Hertogenbosch,men:api:2167,M. Cilic,auto_mapped,men:sackmann:105227,men:api:431,D. Shapovalov,auto_mapped,men:sackmann:133430,both_mapped
api_tennis:12134293,2026-06-08,men,atp_wta,grass,Hertogenbosch,men:api:358,N. Borges,auto_mapped,men:sackmann:132686,men:api:13091,T. Atmane,auto_mapped,men:sackmann:209279,both_mapped
api_tennis:12134303,2026-06-08,men,atp_wta,clay,Stuttgart,men:api:2112,M. Bellucci,auto_mapped,men:sackmann:208233,men:api:2842,A. Davidovich Fokina,auto_mapped,men:sackmann:200221,both_mapped
api_tennis:12134319,2026-06-08,women,atp_wta,grass,London,women:api:2998,H. Dart,auto_mapped,women:sackmann:211279,women:api:68376,L. Samsonova,manual_mapped,women:sackmann:214643,both_mapped
api_tennis:12134320,2026-06-08,women,atp_wta,grass,London,women:api:517,Ka. Pliskova,auto_mapped,women:sackmann:201662,women:api:22072,M. Kessler,auto_mapped,women:sackmann:220520,both_mapped
api_tennis:12134323,2026-06-08,women,atp_wta,grass,London,women:api:33659,J. Cristian,auto_mapped,women:sackmann:211713,women:api:1813,Q. Zheng,auto_mapped,women:sackmann:221012,both_mapped
api_tennis:12134538,2026-06-08,men,atp_wta,clay,Stuttgart,men:api:818,G. Onclin,auto_mapped,men:sackmann:206904,men:api:10148,F. Marozsan,auto_mapped,men:sackmann:206681,both_mapped
api_tennis:12134539,2026-06-08,men,atp_wta,clay,Stuttgart,men:api:39864,M. Landaluce,auto_mapped,men:sackmann:212021,men:api:1748,P. Herbert,auto_mapped,men:sackmann:105732,both_mapped
api_tennis:12134565,2026-06-08,men,atp_wta,grass,Hertogenbosch,men:api:1771,B. Bonzi,auto_mapped,men:sackmann:126127,men:api:53790,M. Rottgering,auto_mapped,men:sackmann:212219,both_mapped
api_tennis:12134566,2026-06-08,men,atp_wta,grass,Hertogenbosch,men:api:1105,U. Humbert,auto_mapped,men:sackmann:200005,men:api:1082,E. Ymer,auto_mapped,men:sackmann:111200,both_mapped
api_tennis:12134567,2026-06-08,women,atp_wta,grass,Hertogenbosch,women:api:2123,R. Montgomery,auto_mapped,women:sackmann:221905,women:api:1990,D. Kasatkina,auto_mapped,women:sackmann:214082,both_mapped
api_tennis:12134273,2026-06-09,women,atp_wta,grass,Hertogenbosch,women:api:2813,D. Yastremska,auto_mapped,women:sackmann:215035,women:api:9393,S. Bejlek,auto_mapped,women:sackmann:239383,both_mapped
api_tennis:12134279,2026-06-09,women,atp_wta,grass,Hertogenbosch,women:api:2801,B. Krejcikova,auto_mapped,women:sackmann:206252,women:api:1805,R. Zarazua,auto_mapped,women:sackmann:213887,both_mapped
api_tennis:12134287,2026-06-09,men,atp_wta,grass,Hertogenbosch,men:api:590,Z. Zhang,manual_mapped,men:sackmann:111190,men:api:2169,J. Brooksby,auto_mapped,men:sackmann:202385,both_mapped
api_tennis:12134291,2026-06-09,men,atp_wta,grass,Hertogenbosch,men:api:438,A. Mannarino,auto_mapped,men:sackmann:105173,men:api:9909,G. Diallo,auto_mapped,men:sackmann:209113,both_mapped
api_tennis:12134299,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:2984,N. Kyrgios,auto_mapped,men:sackmann:106401,men:api:2674,C. Moutet,auto_mapped,men:sackmann:144895,both_mapped
api_tennis:12134300,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:1764,Y. Hanfmann,auto_mapped,men:sackmann:105870,men:api:2978,A. Kovacevic,auto_mapped,men:sackmann:206499,both_mapped
api_tennis:12134301,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:3317,R. Hijikata,auto_mapped,men:sackmann:208014,men:api:2501,T. Gentzsch,auto_mapped,men:sackmann:210167,both_mapped
api_tennis:12134304,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:1766,M. Giron,auto_mapped,men:sackmann:106218,men:api:2734,R. Bautista-Agut,auto_mapped,men:sackmann:105138,both_mapped
api_tennis:12134305,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:2846,F. Tiafoe,auto_mapped,men:sackmann:126207,men:api:1099,D. Altmaier,auto_mapped,men:sackmann:127157,both_mapped
api_tennis:12134318,2026-06-09,women,atp_wta,grass,London,women:api:2993,K. Boulter,auto_mapped,women:sackmann:211107,women:api:2394,L. Fernandez,manual_mapped,women:sackmann:220367,both_mapped
api_tennis:12134321,2026-06-09,women,atp_wta,grass,London,women:api:464,L. Siegemund,auto_mapped,women:sackmann:201696,women:api:2991,F. Jones,auto_mapped,women:sackmann:215936,both_mapped
api_tennis:12134540,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:2831,J-L. Struff,auto_mapped,men:sackmann:105526,men:api:557,A. Galarneau,auto_mapped,men:sackmann:200008,both_mapped
api_tennis:12134541,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:9608,S. Shimabukuro,auto_mapped,men:sackmann:200647,men:api:1925,Q. Halys,auto_mapped,men:sackmann:111460,both_mapped
api_tennis:12134572,2026-06-09,men,atp_wta,grass,Hertogenbosch,men:api:1317,M. Damm,auto_mapped,men:sackmann:102093,men:api:2083,J. Munar,auto_mapped,men:sackmann:144719,both_mapped
api_tennis:12134574,2026-06-09,women,atp_wta,grass,Hertogenbosch,women:api:2191,G. Minnen,auto_mapped,women:sackmann:213889,women:api:28551,J. Tjen,auto_mapped,women:sackmann:222145,both_mapped
api_tennis:12134575,2026-06-09,women,atp_wta,grass,Hertogenbosch,women:api:4062,Z. Sonmez,auto_mapped,women:sackmann:220309,women:api:2826,K. Volynets,auto_mapped,women:sackmann:220465,both_mapped
api_tennis:12134577,2026-06-09,women,atp_wta,grass,London,women:api:3490,A. Eala,auto_mapped,women:sackmann:223253,women:api:1825,S. Zhang,auto_mapped,women:sackmann:201533,both_mapped
api_tennis:12134578,2026-06-09,women,atp_wta,grass,London,women:api:2414,T. Maria,auto_mapped,women:sackmann:213583,women:api:2076,M. Sakkari,auto_mapped,women:sackmann:206289,both_mapped
api_tennis:12134579,2026-06-09,women,atp_wta,grass,London,women:api:2996,E. Raducanu,auto_mapped,women:sackmann:221054,women:api:1779,A. Blinkova,auto_mapped,women:sackmann:215020,both_mapped
api_tennis:12134580,2026-06-09,women,atp_wta,grass,London,women:api:58226,I. Jovic,auto_mapped,women:sackmann:260300,women:api:168,A. Ruzic,auto_mapped,women:sackmann:222045,both_mapped
api_tennis:12134581,2026-06-09,women,atp_wta,grass,London,women:api:1150,S. Cirstea,auto_mapped,women:sackmann:201514,women:api:1788,M. Inglis,auto_mapped,women:sackmann:213666,both_mapped
api_tennis:12134582,2026-06-09,women,atp_wta,grass,London,women:api:2820,M. Bouzkova,auto_mapped,women:sackmann:213631,women:api:9259,P. Kudermetova,auto_mapped,women:sackmann:221236,both_mapped
api_tennis:12134650,2026-06-09,men,atp_wta,clay,Stuttgart,men:api:9222,G. Mpetshi Perricard,auto_mapped,men:sackmann:208659,men:api:1057,R. Safiullin,auto_mapped,men:sackmann:126128,both_mapped
api_tennis:12135201,2026-06-09,women,atp_wta,grass,London,women:api:455,D. Vekic,auto_mapped,women:sackmann:202499,women:api:63495,M. Stojsavljevic,auto_mapped,women:sackmann:261963,both_mapped
api_tennis:12134275,2026-06-10,women,atp_wta,grass,Hertogenbosch,women:api:457,A. Potapova,auto_mapped,women:sackmann:215713,women:api:450,S. Lamens,auto_mapped,women:sackmann:215480,both_mapped
api_tennis:12134277,2026-06-10,women,atp_wta,grass,Hertogenbosch,women:api:1127,C. McNally,auto_mapped,women:sackmann:216083,women:api:2823,E. Navarro,auto_mapped,women:sackmann:215613,both_mapped
api_tennis:12134281,2026-06-10,women,atp_wta,grass,Hertogenbosch,women:api:1146,A. Tomljanovic,auto_mapped,women:sackmann:201548,women:api:154,J. Bouzas Maneiro,auto_mapped,women:sackmann:222601,both_mapped
api_tennis:12134282,2026-06-10,women,atp_wta,grass,Hertogenbosch,women:api:140,S. Sierra,auto_mapped,women:sackmann:221333,women:api:8802,L. Boisson,auto_mapped,women:sackmann:222391,both_mapped
api_tennis:12134288,2026-06-10,men,atp_wta,grass,Hertogenbosch,men:api:1096,K. Majchrzak,auto_mapped,men:sackmann:111794,men:api:767,O. Virtanen,auto_mapped,men:sackmann:202261,both_mapped
api_tennis:12134289,2026-06-10,men,atp_wta,grass,Hertogenbosch,men:api:2833,M. Fucsovics,auto_mapped,men:sackmann:105916,men:api:2841,H. Hurkacz,auto_mapped,men:sackmann:128034,both_mapped
api_tennis:12134290,2026-06-10,men,atp_wta,grass,Hertogenbosch,men:api:427,T. Griekspoor,auto_mapped,men:sackmann:134868,men:api:2972,B. Van De Zandschulp,auto_mapped,men:sackmann:122298,both_mapped
api_tennis:12134294,2026-06-10,men,atp_wta,grass,Hertogenbosch,men:api:52704,T. Boogaard,auto_mapped,men:sackmann:212275,men:api:1849,Y. Wu,auto_mapped,men:sackmann:200059,both_mapped
api_tennis:12134571,2026-06-10,men,atp_wta,grass,Hertogenbosch,men:api:1882,J. McCabe,auto_mapped,men:sackmann:210317,men:api:1064,Z. Bergs,auto_mapped,men:sackmann:200267,both_mapped
api_tennis:12134573,2026-06-10,women,atp_wta,grass,Hertogenbosch,women:api:9254,H. Vandewinkel,auto_mapped,women:sackmann:243420,women:api:9196,N. Bartunkova,auto_mapped,women:sackmann:223360,both_mapped
api_tennis:12134913,2026-06-10,women,atp_wta,grass,London,women:api:517,Ka. Pliskova,auto_mapped,women:sackmann:201662,women:api:9527,V. Mboko,auto_mapped,women:sackmann:239475,both_mapped
api_tennis:12135131,2026-06-10,men,atp_wta,grass,Hertogenbosch,men:api:1106,A. De Minaur,auto_mapped,men:sackmann:200282,men:api:1317,M. Damm,auto_mapped,men:sackmann:102093,both_mapped
api_tennis:12135132,2026-06-10,men,atp_wta,clay,Stuttgart,men:api:2112,M. Bellucci,auto_mapped,men:sackmann:208233,men:api:1764,Y. Hanfmann,auto_mapped,men:sackmann:105870,both_mapped
api_tennis:12135133,2026-06-10,men,atp_wta,clay,Stuttgart,men:api:9222,G. Mpetshi Perricard,auto_mapped,men:sackmann:208659,men:api:818,G. Onclin,auto_mapped,men:sackmann:206904,both_mapped
api_tennis:12135223,2026-06-10,men,atp_wta,clay,Stuttgart,men:api:1895,A. Bublik,auto_mapped,men:sackmann:122330,men:api:2831,J-L. Struff,auto_mapped,men:sackmann:105526,both_mapped
api_tennis:12135309,2026-06-10,women,atp_wta,grass,London,women:api:2074,A. Anisimova,auto_mapped,women:sackmann:216153,women:api:464,L. Siegemund,auto_mapped,women:sackmann:201696,both_mapped
api_tennis:12135311,2026-06-10,women,atp_wta,grass,London,women:api:58226,I. Jovic,auto_mapped,women:sackmann:260300,women:api:3490,A. Eala,auto_mapped,women:sackmann:223253,both_mapped
api_tennis:12134655,2026-06-11,women,atp_wta,grass,Hertogenbosch,women:api:1131,D. Snigur,auto_mapped,women:sackmann:220750,women:api:1141,P. Udvardy,auto_mapped,women:sackmann:215910,both_mapped
api_tennis:12134656,2026-06-11,women,atp_wta,grass,Hertogenbosch,women:api:1154,M. Linette,auto_mapped,women:sackmann:202663,women:api:61034,M. Pohankova,auto_mapped,women:sackmann:266376,both_mapped
api_tennis:12134658,2026-06-11,men,atp_wta,clay,Stuttgart,men:api:2832,T. Fritz,auto_mapped,men:sackmann:126203,men:api:39864,M. Landaluce,auto_mapped,men:sackmann:212021,both_mapped
api_tennis:12134912,2026-06-11,men,atp_wta,grass,Hertogenbosch,men:api:1771,B. Bonzi,auto_mapped,men:sackmann:126127,men:api:1105,U. Humbert,auto_mapped,men:sackmann:200005,both_mapped
api_tennis:12135135,2026-06-11,women,atp_wta,grass,Hertogenbosch,women:api:2123,R. Montgomery,auto_mapped,women:sackmann:221905,women:api:2191,G. Minnen,auto_mapped,women:sackmann:213889,both_mapped
api_tennis:12135198,2026-06-11,men,atp_wta,grass,Hertogenbosch,men:api:438,A. Mannarino,auto_mapped,men:sackmann:105173,men:api:1902,A. Rinderknech,auto_mapped,men:sackmann:126239,both_mapped
api_tennis:12135224,2026-06-11,men,atp_wta,clay,Stuttgart,men:api:2959,J. Lehecka,auto_mapped,men:sackmann:208103,men:api:1900,J. Duckworth,auto_mapped,men:sackmann:105902,both_mapped
api_tennis:12135438,2026-06-11,men,atp_wta,clay,Stuttgart,men:api:2846,F. Tiafoe,auto_mapped,men:sackmann:126207,men:api:3317,R. Hijikata,auto_mapped,men:sackmann:208014,both_mapped
api_tennis:12135439,2026-06-11,men,atp_wta,clay,Stuttgart,men:api:9608,S. Shimabukuro,auto_mapped,men:sackmann:200647,men:api:2984,N. Kyrgios,auto_mapped,men:sackmann:106401,both_mapped
api_tennis:12135662,2026-06-11,women,atp_wta,grass,Hertogenbosch,women:api:4062,Z. Sonmez,auto_mapped,women:sackmann:220309,women:api:457,A. Potapova,auto_mapped,women:sackmann:215713,both_mapped
api_tennis:12135663,2026-06-11,men,atp_wta,grass,Hertogenbosch,men:api:1096,K. Majchrzak,auto_mapped,men:sackmann:111794,men:api:1882,J. McCabe,auto_mapped,men:sackmann:210317,both_mapped
api_tennis:12135666,2026-06-11,women,atp_wta,grass,Hertogenbosch,women:api:2801,B. Krejcikova,auto_mapped,women:sackmann:206252,women:api:9254,H. Vandewinkel,auto_mapped,women:sackmann:243420,both_mapped
api_tennis:12135671,2026-06-11,men,atp_wta,grass,Hertogenbosch,men:api:590,Z. Zhang,manual_mapped,men:sackmann:111190,men:api:427,T. Griekspoor,auto_mapped,men:sackmann:134868,both_mapped
api_tennis:12135683,2026-06-11,men,atp_wta,grass,Hertogenbosch,men:api:2073,F. Auger-Aliassime,auto_mapped,men:sackmann:200000,men:api:2833,M. Fucsovics,auto_mapped,men:sackmann:105916,both_mapped
api_tennis:12134657,2026-06-12,men,atp_wta,grass,Hertogenbosch,men:api:2167,M. Cilic,auto_mapped,men:sackmann:105227,men:api:358,N. Borges,auto_mapped,men:sackmann:132686,both_mapped
api_tennis:12135134,2026-06-12,men,atp_wta,clay,Stuttgart,men:api:2973,B. Shelton,auto_mapped,men:sackmann:210097,men:api:1766,M. Giron,auto_mapped,men:sackmann:106218,both_mapped
api_tennis:12135310,2026-06-12,women,atp_wta,grass,London,women:api:2172,E. Rybakina,auto_mapped,women:sackmann:214981,women:api:2414,T. Maria,auto_mapped,women:sackmann:213583,both_mapped
api_tennis:12135312,2026-06-12,women,atp_wta,grass,London,women:api:2993,K. Boulter,auto_mapped,women:sackmann:211107,women:api:33659,J. Cristian,auto_mapped,women:sackmann:211713,both_mapped
api_tennis:12135313,2026-06-12,women,atp_wta,grass,London,women:api:2996,E. Raducanu,auto_mapped,women:sackmann:221054,women:api:1150,S. Cirstea,auto_mapped,women:sackmann:201514,both_mapped
api_tennis:12135367,2026-06-12,women,atp_wta,grass,London,women:api:455,D. Vekic,auto_mapped,women:sackmann:202499,women:api:2820,M. Bouzkova,auto_mapped,women:sackmann:213631,both_mapped
api_tennis:12135583,2026-06-12,men,atp_wta,grass,Hertogenbosch,men:api:1093,D. Medvedev,auto_mapped,men:sackmann:106421,men:api:52704,T. Boogaard,auto_mapped,men:sackmann:212275,both_mapped
api_tennis:12135674,2026-06-12,women,atp_wta,grass,Hertogenbosch,women:api:1127,C. McNally,auto_mapped,women:sackmann:216083,women:api:140,S. Sierra,auto_mapped,women:sackmann:221333,both_mapped
api_tennis:12135682,2026-06-12,women,atp_wta,grass,Hertogenbosch,women:api:1146,A. Tomljanovic,auto_mapped,women:sackmann:201548,women:api:2813,D. Yastremska,auto_mapped,women:sackmann:215035,both_mapped
